Player;Position;Age;Transfer Value;Division;Based In;Interceptions per 90;Possession Won per 90;Shots on Target Percentage;Key Tackles per 90;Conv %;Save Percentage;xGP/90;Open Play Key Passes per 90;Chances Created per 90;Pass Completion Percentage;Possession Lost per 90;xGP;Clearances per 90;Pres A/90;Pres C/90;Tackles Completed per 90;Shots From Outside The Box Per 90 minutes;Shots on Target per 90;Expected Save Percentage;Passes Attempted per 90;Progressive Passes per 90;Sprints/90;Key Passes per 90;Dribbles per 90;Tackled Completed;Open Play Crosses Completed per 90;Shot/90;Shts Blckd/90;Blk/90;Goals per 90 minutes;Dist/90;NP-xG/90;Headers Attempted per 90;xA/90;Open Play Crosses Attempted per 90;Headers Won per 90;Asts/90;Crosses Attempted per 90;Crosses Completed Ratio;Key Headers per 90;Headers Won Percentage;xG-OP;Tackles Attempted;xG/90;Goals Conceded;Minutes
Luca Bazzoli;D (C), DM, M (C);25;€45K - €450K;3. Liga;Germany;3.2;10.4;30%;0.3;5%;0;0.0;0.7;0.1;92%;7.1;0;1.5;5.8;1.8;1.6;0.5;0.3;0;56.1;4.4;11.6;0.7;0.5;36;0.0;0.9;0.3;0.4;0.0;12.2;0.1;4.7;0.1;0.1;2.7;0.0;0.1;0;1.1;58;-0.16;56;0.1;0;1970
Ekin Çelebi;D/WB/M (L), AM (RL);25;€0 - €22K;3. Liga;Germany;4.8;13.3;26%;0.3;4%;0;0.0;0.7;0.0;84%;14.2;0;0.8;8.6;2.0;2.2;0.6;0.2;0;58.0;7.5;17.4;0.9;1.3;70;0.3;0.7;0.3;0.7;0.0;12.8;0.0;4.8;0.0;4.0;2.5;0.0;5.6;9;0.3;52;-0.08;89;0.0;0;2806
Florian Egerer;D (C), DM, M (C);28;€0 - €16K;3. Liga;Germany;2.7;9.3;29%;0.1;0%;0;0.0;0.5;0.1;90%;6.2;0;0.9;4.2;0.9;1.2;1.2;0.4;0;52.5;6.2;11.2;0.5;0.1;24;0.1;1.4;0.3;0.3;0.0;11.8;0.0;2.9;0.1;0.1;1.4;0.1;0.2;25;0.1;48;-0.9;37;0.0;0;1800
Max Geschwill;D (LC), WB (L);24;€110K - €1.1M;Bundesliga 2;Germany;2.7;11.6;9%;0.2;0%;0;0.0;0.1;0.0;89%;3.5;0;1.0;2.6;1.2;0.7;0.2;0.0;0;43.0;1.9;4.0;0.1;0.0;23;0.0;0.4;0.9;0.6;0.0;10.5;0.0;3.6;0.0;0.2;2.3;0.0;0.2;0;0.6;64;-0.86;28;0.0;0;2812
Lars Kehl;AM (RC), ST (C);24;€80K - €800K;3. Liga;Germany;1.5;5.0;51%;0.2;18%;0;0.0;2.0;0.6;87%;11.4;0;0.2;7.7;2.0;1.3;0.8;0.8;0;43.2;3.7;14.3;2.5;2.8;39;0.4;1.5;0.2;0.2;0.3;12.8;0.2;3.8;0.2;2.3;0.3;0.1;5.5;14;0.0;8;2.33;49;0.2;0;2745
Lars Lokotsch;ST (C);29;€80K - €800K;Bundesliga 2;Germany;0.9;0.9;28%;0.1;8%;0;0.0;1.1;0.2;88%;20.3;0;0.2;1.8;0.8;0.3;1.0;0.8;0;30.9;0.8;8.3;1.1;0.6;4;0.0;2.9;0.0;0.2;0.2;10.1;0.3;9.2;0.0;0.2;4.3;0.0;0.2;0;0.0;47;-1.37;5;0.3;0;1134
Moritz Seiffert;D/WB/M/AM (L);25;€65K;3. Liga;Germany;2.3;8.0;50%;0.0;15%;0;0.0;1.0;0.1;85%;14.8;0;1.4;7.3;2.3;1.8;0.4;0.4;0;50.6;5.7;20.1;1.1;2.3;46;0.8;0.8;0.3;0.4;0.1;13.0;0.1;3.3;0.0;4.5;1.2;0.0;5.3;15;0.2;37;0.75;63;0.1;0;2261
Henry Rorig;D/WB (R);26;€2.5K - €28K;3. Liga;Germany;3.8;13.9;19%;0.0;0%;0;0.0;2.2;1.0;83%;19.8;0;1.6;9.7;2.3;1.6;0.9;0.2;0;56.7;7.7;25.9;2.8;2.4;22;1.7;1.1;0.6;0.7;0.0;13.9;0.1;5.9;0.3;9.7;3.7;0.3;14.1;15;0.6;63;-0.89;30;0.1;0;1258
Linus Rosenlöcher;D/WB/M (L);25;€210K - €700K;3. Liga;Germany;3.2;10.3;46%;0.2;7%;0;0.0;1.3;0.4;88%;12.1;0;1.3;4.8;1.2;1.1;0.7;0.4;0;64.1;9.9;15.1;1.3;0.8;35;0.7;0.9;0.4;0.6;0.1;12.2;0.1;4.1;0.1;3.3;2.5;0.1;3.3;20;0.5;60;0.34;47;0.1;0;2846
Lamar Yarbrough;D (C), DM;30;€1K - €12K;3. Liga;Germany;3.3;12.5;23%;0.2;0%;0;0.0;0.3;0.0;85%;8.0;0;1.2;2.7;0.8;0.8;0.2;0.1;0;48.3;2.5;6.3;0.3;0.0;26;0.0;0.4;0.3;0.4;0.0;10.3;0.0;6.4;0.0;0.1;5.1;0.1;0.1;50;1.5;80;-0.48;36;0.0;0;3046
Jonas Dirkner;DM, M (C);23;€250K - €900K;3. Liga;Germany;2.8;11.2;40%;0.1;10%;0;0.0;1.9;0.5;88%;10.8;0;0.8;7.8;1.8;1.1;0.9;0.6;0;85.4;11.7;16.6;1.9;0.1;16;0.4;1.4;0.3;0.5;0.1;13.3;0.1;2.8;0.1;0.6;1.0;0.1;0.6;66;0.1;37;0.9;20;0.1;0;1303
Robin Müller;M (R), AM (RL), ST (C);25;€0 - €14K;3. Liga;Germany;1.3;3.3;45%;0.0;16%;0;0.0;0.9;0.2;91%;6.8;0;0.2;3.9;1.0;0.5;0.9;0.9;0;28.7;1.4;9.8;0.9;1.3;14;0.1;2.1;0.1;0.2;0.3;11.5;0.3;7.5;0.1;1.8;0.6;0.1;1.8;4;0.0;8;0.28;19;0.3;0;2378
Rasim Bulić;D (C), DM, M (C);25;€240K - €800K;3. Liga;Germany;3.2;9.4;38%;0.1;3%;0;0.0;0.4;0.0;89%;6.8;0;1.0;7.0;2.0;1.7;0.7;0.5;0;56.1;4.8;11.6;0.4;0.2;53;0.0;1.3;0.5;0.5;0.0;12.3;0.1;4.6;0.0;0.2;3.0;0.0;0.2;0;0.7;65;-0.92;78;0.1;0;2758
Luis Görlich;D (RL), WB/M (R);26;€150K - €500K;3. Liga;Germany;3.7;12.1;39%;0.1;6%;0;0.0;0.9;0.1;87%;12.3;0;1.1;6.9;1.8;2.0;0.4;0.2;0;54.7;6.8;15.1;1.0;0.6;61;0.5;0.6;0.2;0.5;0.0;12.3;0.0;4.7;0.1;3.3;2.9;0.1;3.6;13;0.4;62;-0.16;79;0.0;0;2726
David Richter;GK;27;€0 - €26K;3. Liga;Germany;0.6;10.0;0%;0.0;0%;84;0.3;0.0;0.0;68%;12.1;4.56;10.6;0.0;0.0;0.0;0.0;0.0;88;19.6;0.8;0.1;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;17;1380
Dickson Abiama;AM (R), ST (C);27;€12K - €120K;3. Liga;Germany;2.2;4.5;57%;0.0;19%;0;0.0;0.9;0.2;88%;8.9;0;0.7;5.6;1.2;1.3;0.7;1.2;0;30.8;1.8;15.5;0.9;1.2;40;0.3;2.2;0.1;0.2;0.4;12.2;0.3;9.1;0.1;2.4;2.9;0.0;2.4;14;0.1;32;2.68;48;0.3;0;2833
Morgan Faßbender;AM (RL), ST (C);27;€200K - €700K;PKO BP Ekstraklasa;Poland;1.9;3.3;40%;0.1;20%;0;0.0;1.7;0.3;88%;19.0;0;0.6;10.4;2.2;1.6;0.3;0.4;0;40.8;3.3;16.2;1.7;2.9;49;1.0;1.0;0.0;0.2;0.2;11.3;0.2;4.6;0.2;4.5;2.0;0.1;4.5;21;0.1;44;0.62;72;0.2;0;2726
Erik Shuranov;ST (C);24;€24K - €240K;3. Liga;Germany;0.4;1.9;50%;0.0;31%;0;0.0;1.2;0.3;88%;6.1;0;0.1;1.3;0.3;0.0;0.6;0.9;0;28.6;1.0;5.3;1.2;0.4;1;0.0;1.8;0.0;0.1;0.6;10.8;0.3;11.0;0.1;0.4;3.6;0.2;0.4;9;0.2;33;5.62;5;0.3;0;2421
Julian Stark;D (C), DM, M (C);25;€0 - €16K;3. Liga;Germany;1.6;8.5;44%;0.1;0%;0;0.0;0.6;0.2;86%;9.8;0;0.7;3.7;1.2;0.7;0.8;0.5;0;50.7;5.6;6.5;0.6;0.4;10;0.2;1.1;0.5;0.5;0.0;10.0;0.0;2.7;0.1;1.1;1.7;0.1;1.1;18;0.3;63;-0.71;16;0.0;0;1318
Simon Stehle;M (R), AM (RC), ST (C);24;€22K - €220K;3. Liga;Germany;1.6;3.9;63%;0.0;18%;0;0.0;1.1;0.5;90%;7.5;0;0.6;4.6;1.0;0.5;1.2;1.8;0;26.3;1.6;8.7;1.1;1.6;10;0.3;2.9;0.1;0.3;0.5;11.5;0.4;8.1;0.2;2.2;1.2;0.2;2.2;14;0.0;15;1.75;18;0.4;0;1753
Niklas May;D/WB (L);24;€16K - €160K;3. Liga;Germany;3.2;10.4;42%;0.0;8%;0;0.0;1.8;0.4;83%;20.0;0;1.0;11.3;3.1;2.5;0.4;0.2;0;53.9;6.1;24.6;2.4;3.4;52;1.3;0.6;0.0;0.4;0.0;13.4;0.0;2.6;0.2;7.8;1.2;0.1;11.9;16;0.1;44;0.34;66;0.0;0;1837
Rodney Elongo-Yombo;M (L), AM (RL), ST (C);24;€65K - €650K;3. Liga;Germany;2.3;6.2;43%;0.0;15%;0;0.0;2.3;0.6;89%;14.8;0;0.6;10.2;2.9;2.0;0.8;0.8;0;51.3;3.4;18.3;2.7;4.2;57;0.7;1.9;0.1;0.3;0.3;13.1;0.2;4.5;0.3;5.9;1.8;0.4;9.1;11;0.0;39;3.29;67;0.2;0;2559
Jonah Fabisch;DM, M/AM (C);24;€100K;3. Liga;Germany;2.8;8.1;41%;0.0;0%;0;0.0;0.8;0.2;91%;7.3;0;1.0;8.9;2.3;1.5;1.4;0.7;0;52.4;6.0;13.5;1.1;0.4;34;0.1;1.8;0.5;0.8;0.0;12.1;0.1;1.8;0.1;0.5;0.5;0.0;2.7;13;0.0;26;-2.15;45;0.1;0;1996
Lucas Zeller;D (RLC);26;€0 - €20K;3. Liga;Germany;4.1;11.3;0%;0.1;0%;0;0.0;0.2;0.0;87%;7.0;0;1.7;2.7;0.9;0.5;0.0;0.0;0;49.3;3.1;5.5;0.2;0.0;15;0.0;0.2;0.6;0.7;0.0;10.5;0.0;6.2;0.0;0.1;4.0;0.0;0.1;50;0.6;64;-0.26;18;0.0;0;2778
Tobias Eisenhuth;D (C), DM, M (C);24;€0 - €50K;3. Liga;Germany;3.1;8.0;28%;0.1;3%;0;0.0;0.9;0.1;89%;7.4;0;0.9;5.1;1.1;0.6;0.9;0.3;0;55.5;5.8;11.0;1.0;0.2;21;0.1;1.0;0.2;0.3;0.0;12.1;0.0;2.2;0.1;0.2;1.3;0.0;1.3;10;0.1;61;-0.12;32;0.0;0;3407
Lucas Brumme;D/WB/M/AM (L);26;€70K - €700K;3. Liga;Germany;3.9;12.1;29%;0.1;0%;0;0.0;1.2;0.2;86%;12.8;0;1.3;6.9;2.1;1.7;0.3;0.1;0;57.3;7.6;17.5;1.3;1.0;50;0.5;0.5;0.2;0.6;0.0;12.6;0.0;4.7;0.1;3.8;3.1;0.1;4.8;11;0.5;65;-0.6;72;0.0;0;2580
Lex-Tyger Lobinger;ST (C);27;€700K - €1.7M;3. Liga;Germany;1.2;2.5;57%;0.0;29%;0;0.0;1.1;0.3;87%;5.8;0;0.1;1.2;0.3;0.2;0.8;1.8;0;30.0;1.1;5.8;1.1;0.5;5;0.1;3.2;0.1;0.1;0.9;10.9;0.6;10.8;0.1;0.4;4.0;0.2;0.4;27;0.0;37;7.76;8;0.7;0;2525
Jannik Müller;D (C), DM;32;Not for Sale;3. Liga;Germany;3.3;12.8;33%;0.3;6%;0;0.0;0.4;0.0;84%;9.5;0;1.7;4.6;1.1;1.2;0.3;0.2;0;56.1;5.4;8.9;0.4;0.1;40;0.0;0.5;0.5;0.9;0.0;11.0;0.0;5.3;0.0;0.1;4.1;0.0;0.1;0;0.6;78;0.29;56;0.0;0;3120
Timmy Thiele;ST (C);34;€0 - €6K;3. Liga;Germany;0.6;1.9;65%;0.0;28%;0;0.0;1.6;0.7;90%;7.9;0;0.1;1.6;0.5;0.2;0.5;1.5;0;38.3;1.4;10.1;1.6;1.7;5;0.4;2.2;0.1;0.1;0.6;12.0;0.5;9.0;0.2;1.8;2.6;0.4;1.8;21;0.2;29;3.92;7;0.5;0;2781
Thomas Meißner;D (C);35;€0;3. Liga;Germany;3.4;12.7;10%;0.3;10%;0;0.0;0.3;0.0;85%;7.2;0;1.7;2.6;0.6;0.5;0.0;0.0;0;45.0;2.2;4.8;0.3;0.0;18;0.0;0.3;0.5;0.7;0.0;10.1;0.0;7.4;0.0;0.0;5.3;0.0;0.0;0;1.4;71;0.46;31;0.0;0;2949
Alexander Hahn;D (C), DM;33;Not for Sale;3. Liga;Germany;2.9;12.5;31%;0.2;6%;0;0.0;0.2;0.1;86%;8.0;0;1.3;3.1;1.0;0.7;0.1;0.1;0;51.2;3.4;7.1;0.3;0.1;27;0.0;0.4;0.6;0.6;0.0;10.5;0.0;6.5;0.0;0.1;5.0;0.0;0.2;57;1.3;77;0.02;33;0.0;0;3574
Lucas Röser;AM (C), ST (C);32;€35K - €375K;3. Liga;Germany;0.5;2.0;73%;0.0;36%;0;0.0;0.7;0.2;90%;7.2;0;0.2;2.8;0.6;0.5;0.7;1.4;0;27.9;0.4;5.8;0.7;0.9;6;0.0;1.9;0.0;0.0;0.7;11.3;0.3;10.7;0.1;0.5;2.9;0.0;0.5;0;0.0;27;4.69;6;0.3;0;1047
Patrick Schmidt;AM (L), ST (C);32;€65K - €220K;3. Liga;Germany;1.3;3.5;65%;0.0;35%;0;0.0;1.1;0.4;88%;7.1;0;0.2;3.5;0.9;0.3;0.5;1.2;0;32.1;1.8;6.9;1.1;1.0;5;0.0;1.9;0.1;0.1;0.7;11.5;0.4;9.7;0.1;0.5;4.4;0.1;0.5;0;0.2;46;5.24;7;0.4;0;1479
Herbert Bockhorn;D/WB (RL);31;€22K - €210K;Bundesliga 2;Germany;3.6;8.9;23%;0.1;8%;0;0.0;1.0;0.1;88%;17.0;0;1.0;7.2;1.8;2.0;0.2;0.2;0;49.6;6.5;16.3;1.0;0.8;33;0.4;0.8;0.1;0.8;0.1;12.1;0.1;3.0;0.0;1.6;0.9;0.1;1.6;26;0.1;31;-0.75;37;0.1;0;1484
Lukas Fröde;D (C), DM, M (C);31;€30K - €325K;3. Liga;Germany;3.1;8.9;43%;0.0;0%;0;0.0;0.4;0.0;92%;6.2;0;1.2;7.3;1.8;1.6;0.1;0.4;0;62.3;4.6;10.0;0.4;0.0;37;0.0;0.9;0.2;0.3;0.0;12.1;0.0;5.7;0.0;0.0;3.5;0.0;0.0;0;0.7;61;-1.06;46;0.0;0;2054
Felix Lohkemper;AM (RL), ST (C);31;Not for Sale;3. Liga;Germany;1.2;3.1;50%;0.0;10%;0;0.0;1.8;0.6;87%;6.3;0;0.3;2.1;0.7;0.2;1.0;1.2;0;27.5;1.1;7.9;1.8;1.0;4;0.4;2.4;0.1;0.1;0.2;11.2;0.3;8.0;0.2;1.5;1.7;0.1;1.5;25;0.0;21;-1.52;9;0.3;0;1576
Steven Skrzybski;M (C), AM (RC), ST (C);33;€110K - €1.1M;Bundesliga 2;Germany;0.0;6.9;29%;0.0;8%;0;0.0;0.5;0.3;96%;18.7;0;0.0;0.5;0.3;0.2;0.4;0.5;0;5.1;0.3;1.1;0.5;0.0;3;0.0;1.8;0.0;0.0;0.2;1.4;0.3;1.4;0.3;0.2;0.2;0.3;0.2;0;0.0;11;-1.74;3;0.3;0;1197
Marvin Stefaniak;M (RL), AM (RLC);31;€80K;3. Liga;Germany;3.0;7.7;43%;0.1;4%;0;0.0;2.1;1.2;84%;20.3;0;0.5;9.8;2.4;1.7;1.4;0.8;0;46.4;3.9;14.8;2.9;5.6;22;1.2;1.8;0.0;0.5;0.1;12.9;0.1;4.4;0.3;6.6;1.0;0.2;12.3;14;0.0;23;-0.03;27;0.1;0;1159
Dominik Nothnagel;D (LC);31;€0 - €55K;3. Liga;Germany;3.0;8.9;75%;0.1;0%;0;0.0;0.1;0.0;90%;5.1;0;1.0;2.2;0.9;0.4;0.0;0.1;0;44.4;3.4;6.3;0.1;0.2;14;0.0;0.1;0.4;0.6;0.0;10.3;0.0;4.1;0.0;0.2;2.7;0.0;0.3;11;0.8;64;-1.07;21;0.0;0;3150
Nico Neidhart;D/WB (RL);31;€9K - €95K;3. Liga;Germany;2.9;10.3;59%;0.0;10%;0;0.0;2.4;0.6;87%;15.9;0;1.3;10.8;3.1;2.6;0.8;0.7;0;53.4;5.7;29.2;2.6;1.8;61;1.6;1.2;0.5;0.8;0.1;13.5;0.1;3.7;0.3;7.8;2.3;0.2;10.7;18;0.2;63;1.1;82;0.1;0;2149
Marius Funk;GK;30;€1.5K - €14K;3. Liga;Germany;0.7;13.3;0%;0.0;0%;77;-0.1;0.0;0.0;76%;12.8;-3.34;13.1;0.0;0.0;0.0;0.0;0.0;89;17.2;0.8;0.2;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0.0;38;2970
Max Besuschkow;DM, M/AM (C);28;€65K - €650K;3. Liga;Germany;2.7;6.9;37%;0.0;15%;0;0.0;1.4;0.3;89%;8.7;0;0.7;7.0;1.2;0.8;0.6;0.3;0;70.6;8.1;11.9;1.6;0.4;24;0.1;0.9;0.2;0.4;0.1;12.1;0.1;2.0;0.1;0.5;0.9;0.0;1.0;31;0.1;46;2.4;37;0.1;0;2632
Arianit Ferati;DM, M/AM (C);28;€0 - €50K;3. Liga;Germany;1.1;3.5;47%;0.0;14%;0;0.0;1.4;0.3;87%;8.6;0;0.4;4.4;0.9;0.6;1.3;0.9;0;39.4;3.3;8.3;1.9;1.0;17;0.2;1.8;0.1;0.2;0.3;11.9;0.2;1.8;0.2;0.6;0.2;0.2;3.1;17;0.0;12;2.51;26;0.2;0;2500
Dominik Martinović;AM (R), ST (C);29;€160K - €550K;3. Liga;Germany;1.0;2.6;51%;0.0;12%;0;0.0;1.4;0.3;91%;5.0;0;0.1;3.0;0.7;0.3;1.5;1.2;0;24.8;0.9;6.8;1.4;1.0;7;0.2;2.4;0.0;0.0;0.3;11.8;0.2;6.5;0.2;1.4;0.5;0.3;1.4;17;0.0;8;1.56;11;0.2;0;1805
Dženis Burnić;DM, M (RC), AM (R);27;€50K;Bundesliga 2;Germany;0.1;9.0;38%;0.0;13%;0;0.0;0.1;0.4;98%;16.9;0;0.0;0.4;0.1;0.1;0.1;0.2;0;3.5;0.2;0.8;0.1;0.1;1;0.0;0.5;0.0;0.0;0.1;0.8;0.1;0.1;0.2;0.0;0.1;0.1;0.0;0;0.0;100;0.12;1;0.1;0;1486
Franz Pfanne;D (C), DM, M (C);31;Not for Sale;3. Liga;Germany;3.6;13.2;50%;0.2;8%;0;0.0;0.2;0.0;86%;8.2;0;1.4;2.6;1.0;0.6;0.1;0.2;0;56.4;4.9;8.1;0.2;0.0;20;0.0;0.3;0.5;0.7;0.0;10.7;0.0;7.7;0.0;0.1;6.0;0.0;0.1;0;1.0;78;0.39;28;0.0;0;3255
Dennis Srbeny;AM (C), ST (C);32;€0 - €26K;Bundesliga 2;Germany;1.0;1.9;41%;0.0;7%;0;0.0;1.2;0.2;91%;22.7;0;0.2;1.6;0.5;0.2;0.5;1.0;0;27.3;0.8;5.7;1.2;0.7;3;0.2;2.3;0.0;0.0;0.2;10.1;0.3;7.1;0.1;0.4;2.0;0.2;0.4;37;0.2;28;-1.91;4;0.3;0;1697
Till Schumacher;D (LC), WB (L);28;€45K - €425K;3. Liga;Germany;3.3;9.8;50%;0.2;0%;0;0.0;1.4;0.5;88%;9.4;0;1.2;4.3;1.4;1.4;0.3;0.2;0;55.6;6.6;13.7;1.5;0.5;33;0.7;0.5;0.4;0.5;0.0;12.1;0.0;3.8;0.2;2.6;2.0;0.2;2.6;29;0.5;53;-0.77;38;0.0;0;2179
Dominik Reimann;GK;28;€700K - €1.5M;Bundesliga 2;Germany;0.0;3.4;0%;0.0;0%;72;0.0;0.0;0.0;77%;10.0;1.08;3.3;0.0;0.0;0.1;0.0;0.0;90;24.5;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;4;0.0;30;2187
Jeremias Lorch;D (C), DM, M (C);30;€28K - €275K;3. Liga;Germany;2.7;7.4;41%;0.2;0%;0;0.0;0.7;0.1;91%;5.5;0;1.1;3.1;0.7;1.4;1.1;0.5;0;54.5;6.4;10.9;0.7;0.2;26;0.0;1.2;0.3;0.4;0.0;12.0;0.0;2.0;0.0;0.1;0.8;0.0;0.1;0;0.1;39;-0.63;40;0.0;0;1705
Alexander Groiß;D (C), DM, M (C);27;€500 - €3K;3. Liga;Germany;3.4;9.1;50%;0.1;0%;0;0.0;0.3;0.1;89%;7.0;0;0.7;5.0;1.3;1.1;0.3;0.2;0;58.4;6.0;10.0;0.3;0.0;17;0.0;0.4;0.7;0.7;0.0;11.8;0.0;4.7;0.0;0.1;3.4;0.1;0.1;0;1.1;71;-0.18;31;0.0;0;1447
Ruben Reisig;D (C), DM, M (C);30;€60K - €600K;3. Liga;Germany;2.4;9.0;44%;0.1;3%;0;0.0;0.8;0.2;89%;7.2;0;0.8;6.1;1.4;1.1;1.1;0.5;0;58.0;5.7;14.0;0.8;0.2;31;0.0;1.2;0.5;0.6;0.0;12.1;0.1;4.8;0.1;0.1;3.3;0.1;0.1;33;1.1;70;-0.43;50;0.1;0;2541
Christian Kinsombi;WB (L), M/AM (LC), ST (C);26;€1.5K - €16K;3. Liga;Germany;1.2;4.4;39%;0.1;13%;0;0.0;1.5;0.2;88%;11.8;0;0.6;7.3;2.1;1.7;1.5;1.0;0;46.7;2.6;12.8;1.6;1.0;20;0.8;2.6;0.2;0.2;0.3;13.2;0.3;5.0;0.1;3.4;0.4;0.1;5.2;18;0.0;8;0.94;25;0.3;0;1055
Marcel Costly;D/WB/M/AM (R);30;€50K - €500K;3. Liga;Germany;1.8;6.0;44%;0.0;4%;0;0.0;2.8;0.8;86%;17.1;0;0.5;8.0;1.7;1.1;0.7;0.7;0;45.0;4.1;15.3;3.6;6.3;38;1.8;1.5;0.2;0.3;0.1;12.2;0.1;3.2;0.3;7.7;1.3;0.3;12.1;20;0.0;41;-1.83;52;0.1;0;2986
José-Enrique Ríos Alonso;D (RC);25;€85K - €850K;3. Liga;Germany;3.9;13.0;31%;0.1;8%;0;0.0;0.4;0.1;88%;6.8;0;1.3;3.7;1.0;0.9;0.1;0.1;0;52.9;4.2;7.9;0.4;0.1;27;0.1;0.5;0.3;0.6;0.0;11.0;0.0;5.3;0.0;0.8;4.0;0.0;0.8;9;0.5;75;0.16;38;0.0;0;2593
Lennart Stoll;D/WB (R);30;€12K - €110K;3. Liga;Germany;3.2;14.4;22%;0.1;0%;0;0.0;0.6;0.1;87%;14.7;0;1.6;8.8;2.7;1.4;0.3;0.1;0;63.6;10.0;19.7;0.6;1.2;19;0.3;0.7;0.2;0.4;0.0;12.6;0.1;8.0;0.0;5.5;5.0;0.0;5.5;5;1.2;63;-0.76;31;0.1;0;1222
Jan Boller;D (RC), WB (R);26;€60K - €600K;3. Liga;Germany;4.1;12.2;33%;0.1;0%;0;0.0;0.3;0.0;88%;8.0;0;1.1;2.8;0.9;1.3;0.4;0.2;0;52.0;4.7;9.6;0.3;0.2;23;0.3;0.5;0.4;0.4;0.0;11.3;0.0;5.4;0.0;1.3;3.8;0.0;1.3;25;0.4;69;-0.45;26;0.0;0;1625
Julian Rieckmann;D (C), DM, M (C);25;€110K - €350K;3. Liga;Germany;3.5;11.0;23%;0.1;5%;0;0.0;0.4;0.1;88%;7.0;0;0.8;10.2;2.6;1.6;0.8;0.3;0;53.6;6.4;12.8;0.4;0.3;50;0.0;1.2;0.3;0.5;0.1;12.4;0.1;3.7;0.0;0.1;1.9;0.0;0.1;0;0.2;50;-0.07;71;0.1;0;2873
Niklas Hoffmann;D (C), DM;29;€0 - €60K;3. Liga;Germany;4.0;13.3;20%;0.2;0%;0;0.0;0.4;0.0;88%;5.9;0;1.0;3.5;0.8;0.5;0.2;0.0;0;50.1;4.3;8.8;0.4;0.0;13;0.0;0.2;0.7;1.0;0.0;11.1;0.0;7.0;0.0;0.1;5.0;0.0;0.1;0;1.8;71;-0.23;26;0.0;0;2260
Johann Berger;DM, M (C);26;€0 - €14K;3. Liga;Germany;2.6;7.8;17%;0.1;0%;0;0.0;0.8;0.1;88%;7.8;0;1.1;5.9;1.3;1.1;0.8;0.1;0;51.7;5.9;13.0;1.1;0.2;31;0.0;0.8;0.3;0.5;0.0;11.9;0.0;2.4;0.1;0.2;1.4;0.0;1.7;17;0.1;58;-0.98;38;0.0;0;2656
Can Coşkun;D/WB/M (L);28;€50K - €500K;3. Liga;Germany;3.9;10.5;42%;0.1;0%;0;0.0;1.7;0.5;84%;16.2;0;1.4;9.0;2.2;2.5;0.6;0.3;0;52.5;6.9;20.0;1.9;2.3;48;0.8;0.6;0.3;0.6;0.0;13.1;0.0;2.7;0.3;7.0;0.9;0.4;8.1;11;0.3;33;-0.24;62;0.0;0;1730
Niklas Kölle;D/WB/M/AM (L);26;€14K - €140K;3. Liga;Germany;3.5;11.3;36%;0.0;0%;0;0.0;1.1;0.1;84%;15.5;0;1.9;6.9;2.4;1.6;0.7;0.3;0;49.3;6.6;18.4;1.2;1.9;21;0.6;0.8;0.1;0.8;0.0;12.6;0.0;3.0;0.1;6.2;1.8;0.0;7.6;7;0.1;59;-0.47;29;0.0;0;1210
Oscar Schönfelder;D/WB/M/AM (L);25;€24K - €240K;3. Liga;Germany;3.3;10.3;17%;0.0;0%;0;0.0;1.3;0.2;86%;13.9;0;1.2;8.7;2.7;2.2;0.3;0.1;0;53.2;6.3;23.8;1.4;2.0;52;0.8;0.5;0.3;0.6;0.0;13.1;0.0;2.8;0.1;5.3;1.7;0.2;6.5;13;0.2;60;-0.57;63;0.0;0;2171
Berkan Taz;AM (C), ST (C);27;€3.5K - €35K;3. Liga;Germany;1.2;4.9;55%;0.0;16%;0;0.0;1.8;0.3;88%;8.8;0;0.5;4.6;1.2;0.5;0.6;0.9;0;46.5;4.1;11.2;1.8;1.1;16;0.2;1.6;0.1;0.1;0.3;12.6;0.2;3.3;0.2;1.1;1.0;0.1;2.0;8;0.1;30;1.48;31;0.2;0;3122
Anthony Barylla;D (RC), WB (R);28;€40K - €400K;3. Liga;Germany;3.5;11.7;50%;0.2;0%;0;0.0;0.2;0.0;87%;7.2;0;1.2;2.9;1.0;1.0;0.1;0.2;0;45.4;3.9;6.7;0.2;0.1;26;0.0;0.4;0.4;0.7;0.0;10.6;0.0;6.3;0.0;0.5;4.5;0.0;0.5;7;0.3;71;-0.99;33;0.0;0;2325
Leonard Langhans;D/WB/M/AM (R);27;€18K - €180K;3. Liga;Germany;3.8;12.2;33%;0.1;0%;0;0.0;0.8;0.1;87%;9.8;0;1.4;7.8;2.3;2.2;0.2;0.1;0;56.0;5.2;15.5;0.8;0.6;60;0.4;0.4;0.2;0.4;0.0;12.4;0.0;4.8;0.1;2.0;2.0;0.1;2.1;17;0.4;41;-1.03;70;0.0;0;2465
