Player;Position;Age;Transfer Value;Division;Based In;Interceptions per 90;Possession Won per 90;Shots on Target Percentage;Key Tackles per 90;Conv %;Save Percentage;xGP/90;Open Play Key Passes per 90;Chances Created per 90;Pass Completion Percentage;Possession Lost per 90;xGP;Clearances per 90;Pres A/90;Pres C/90;Tackles Completed per 90;Shots From Outside The Box Per 90 minutes;Shots on Target per 90;Expected Save Percentage;Passes Attempted per 90;Progressive Passes per 90;Sprints/90;Key Passes per 90;Dribbles per 90;Tackled Completed;Open Play Crosses Completed per 90;Shot/90;Shts Blckd/90;Blk/90;Goals per 90 minutes;Dist/90;NP-xG/90;Headers Attempted per 90;xA/90;Open Play Crosses Attempted per 90;Headers Won per 90;Asts/90;Crosses Attempted per 90;Crosses Completed Ratio;Key Headers per 90;Headers Won Percentage;xG-OP;Tackles Attempted;xG/90;Goals Conceded;Minutes
Tim Schreiber;GK;24;€60K - €600K;Bundesliga 2;Germany;0.0;3.5;0%;0.0;0%;70;0.1;0.0;0.0;69%;7.3;2.09;2.5;0.0;0.0;0.1;0.0;0.0;89;24.1;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;4;0.0;23;1560
Ivan Franjić;M (C), AM (RC);28;€0 - €12K;3. Liga;Germany;2.2;7.0;56%;0.1;2%;0;0.0;1.3;0.3;89%;10.1;0;1.0;7.7;1.4;1.3;0.9;1.2;0;43.2;3.3;11.0;1.7;1.0;26;0.6;2.1;0.1;0.3;0.1;11.7;0.2;4.5;0.1;2.4;0.7;0.1;3.3;22;0.1;15;-3.38;33;0.2;0;1744
Fabian Greilinger;D/WB/M/AM (L);25;€12K - €110K;3. Liga;Germany;2.9;9.6;35%;0.0;6%;0;0.0;2.0;0.6;87%;17.7;0;1.8;9.5;2.3;1.8;1.1;0.6;0;48.6;4.3;26.5;2.0;3.5;40;1.5;1.6;0.1;0.5;0.1;13.5;0.1;2.9;0.2;11.2;0.6;0.2;11.9;12;0.1;21;0.19;57;0.1;0;1951
Lukas Mazagg;D (LC);26;€55K - €550K;3. Liga;Germany;3.4;12.6;67%;0.2;0%;0;0.0;0.3;0.1;86%;8.0;0;1.2;4.4;1.0;1.3;0.0;0.1;0;46.4;3.4;9.3;0.5;0.2;19;0.1;0.2;0.5;0.8;0.0;11.3;0.0;6.1;0.1;1.0;4.9;0.1;1.0;7;0.5;80;-0.3;25;0.0;0;1312
Julian Guttau;AM (RLC);26;€18K - €170K;3. Liga;Germany;1.1;4.0;34%;0.0;14%;0;0.0;0.8;0.3;89%;7.6;0;0.3;4.7;1.7;0.4;1.1;0.6;0;43.9;2.0;8.4;0.8;1.1;7;0.3;1.8;0.3;0.3;0.3;12.5;0.2;4.6;0.1;1.5;0.6;0.0;1.5;20;0.0;14;0.99;8;0.2;0;1430
Meiko Sponsel;D (RC), WB (R);24;€12K - €120K;3. Liga;Germany;3.8;13.1;29%;0.1;7%;0;0.0;0.7;0.1;88%;10.0;0;2.0;5.1;1.6;1.1;0.3;0.2;0;53.7;6.1;14.0;0.7;0.8;22;0.4;0.7;0.5;0.9;0.1;12.2;0.1;4.7;0.1;2.6;3.6;0.0;2.6;14;0.4;77;-0.32;32;0.1;0;1741
Dominik Kother;M (L), AM (RLC);26;€130K - €450K;3. Liga;Germany;2.0;6.1;52%;0.0;15%;0;0.0;1.7;0.8;87%;11.3;0;0.6;7.5;1.9;1.3;1.4;1.6;0;40.6;2.9;11.5;2.1;3.4;35;0.5;3.0;0.0;0.2;0.5;12.1;0.3;5.2;0.3;2.4;1.8;0.2;5.0;22;0.0;34;3.74;47;0.3;0;2341
Lukas Jonsson;GK;33;€9K - €90K;3. Liga;Germany;0.5;9.4;0%;0.1;0%;73;-0.2;0.0;0.0;64%;11.5;-5.81;6.2;0.0;0.0;0.0;0.0;0.0;85;20.8;0.7;0.1;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;4;0.0;51;3150
Fredrik Hammar;DM, M (C);25;€55K - €550K;Jupiler Pro League;Belgium;3.2;12.0;27%;0.2;13%;0;0.0;0.8;0.3;90%;7.7;0;0.7;6.5;1.7;1.0;0.1;0.1;0;51.9;3.3;11.7;0.8;0.1;36;0.0;0.4;0.4;0.6;0.1;11.2;0.0;1.7;0.2;0.1;0.9;0.2;0.1;25;0.1;53;0.25;56;0.0;0;3208
Bartosz Kopacz;D (RC);33;Not for Sale;PKO BP Ekstraklasa;Poland;2.9;10.4;0%;0.0;0%;0;0.0;0.8;0.2;89%;12.6;0;0.9;6.3;1.6;2.2;0.1;0.0;0;49.9;5.7;14.1;0.8;0.5;41;0.3;0.4;0.8;0.2;0.0;11.4;0.1;4.8;0.0;1.8;3.2;0.0;1.8;15;1.0;67;-1.16;51;0.1;0;1640
Arkadiusz Jędrych;D (C);33;Not for Sale;PKO BP Ekstraklasa;Poland;2.8;14.7;21%;0.1;4%;0;0.0;0.2;0.1;92%;3.3;0;1.1;2.8;0.8;0.6;0.2;0.2;0;43.3;1.9;4.7;0.2;0.0;18;0.0;0.8;0.9;0.5;0.0;10.0;0.1;5.3;0.1;0.0;4.1;0.0;0.0;0;0.9;76;-1.95;23;0.1;0;2863
Bartłomiej Pawłowski;AM (RC), ST (C);33;€9K - €35K;PKO BP Ekstraklasa;Poland;1.3;10.7;44%;0.0;13%;0;0.0;2.1;0.3;91%;19.5;0;0.3;4.6;1.6;0.7;0.7;0.8;0;41.3;2.7;10.2;2.3;1.3;14;0.3;1.9;0.0;0.0;0.2;11.8;0.2;2.4;0.1;1.3;0.3;0.3;1.3;25;0.0;12;0.88;17;0.2;0;1889
Michał Nalepa;D (C), DM;33;€0 - €12K;PKO BP Ekstraklasa;Poland;3.0;19.2;45%;0.2;0%;0;0.0;0.2;0.1;87%;3.1;0;1.2;2.8;1.0;0.5;0.0;0.2;0;41.8;2.1;3.8;0.2;0.0;14;0.0;0.4;1.2;0.7;0.0;9.9;0.1;6.0;0.1;0.0;4.5;0.1;0.0;100;0.8;75;-1.53;22;0.1;0;2495
Rafał Janicki;D (C);33;€20K;PKO BP Ekstraklasa;Poland;3.2;12.1;27%;0.2;18%;0;0.0;0.3;0.2;89%;4.0;0;1.0;2.3;0.9;0.6;0.1;0.1;0;43.1;2.5;3.4;0.3;0.0;12;0.0;0.5;0.4;0.8;0.1;10.2;0.1;5.4;0.1;0.0;2.9;0.0;0.0;0;0.8;54;0.63;15;0.1;0;1908
Dawid Kudła;GK;34;€12K - €120K;PKO BP Ekstraklasa;Poland;0.0;4.0;0%;0.0;0%;75;0.3;0.0;0.0;77%;9.1;9.12;3.5;0.0;0.0;0.0;0.0;0.0;88;24.3;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;3;0.0;35;2700
Rafał Leszczyński;GK;34;Not for Sale;PKO BP Ekstraklasa;Poland;0.0;4.1;0%;0.0;0%;73;0.1;0.0;0.0;82%;9.0;3.93;2.9;0.0;0.0;0.1;0.0;0.0;90;24.6;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;4;0.0;40;2880
Rafał Augustyniak;D (C), DM, M (C);32;€0 - €35K;PKO BP Ekstraklasa;Poland;2.9;10.9;19%;0.1;6%;0;0.0;0.4;0.3;92%;7.0;0;0.5;6.2;1.8;1.2;0.3;0.1;0;50.4;3.6;10.8;0.4;0.0;25;0.0;0.8;0.3;0.5;0.0;10.9;0.0;3.9;0.1;0.0;2.4;0.1;0.0;0;0.4;61;0.09;35;0.0;0;1808
Grzegorz Rogala;D/WB/M (L);30;€55K - €200K;PKO BP Ekstraklasa;Poland;2.8;9.5;0%;0.1;0%;0;0.0;1.8;0.1;88%;15.8;0;1.1;8.6;2.3;2.1;0.1;0.0;0;48.9;5.0;22.4;1.8;1.4;63;1.3;0.1;0.1;0.6;0.0;12.6;0.0;4.4;0.1;7.3;2.5;0.0;7.3;18;0.7;57;-0.14;73;0.0;0;2691
Jan Grzesik;D/WB (R);31;€45K - €450K;PKO BP Ekstraklasa;Poland;3.0;12.1;6%;0.1;6%;0;0.0;1.1;0.3;86%;14.1;0;1.1;6.4;1.9;1.8;0.2;0.0;0;52.4;6.9;15.7;1.1;0.9;50;0.3;0.6;0.8;0.5;0.0;11.6;0.1;4.3;0.1;1.9;1.8;0.1;1.9;17;0.3;42;-1.5;54;0.1;0;2477
Damian Węglarz;GK;30;€1K;PKO BP Ekstraklasa;Poland;0.0;2.7;0%;0.0;0%;69;0.0;0.0;0.0;71%;10.8;0.62;3.6;0.0;0.0;0.0;0.0;0.0;88;23.6;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;2;0.0;26;1620
Dawid Gojny;D/WB (L);31;Not for Sale;PKO BP Ekstraklasa;Poland;3.0;12.6;50%;0.3;0%;0;0.0;1.3;0.3;84%;17.0;0;1.1;8.7;2.3;2.8;0.1;0.1;0;52.7;6.6;21.1;1.3;0.9;53;0.3;0.1;0.9;0.6;0.0;12.2;0.0;4.0;0.1;2.8;2.2;0.1;2.8;11;0.3;55;-0.38;60;0.0;0;1680
Serafin Szota;D (RC);27;€85K - €300K;PKO BP Ekstraklasa;Poland;2.7;13.1;22%;0.1;0%;0;0.0;0.1;0.0;92%;4.2;0;0.9;2.6;0.9;0.5;0.2;0.2;0;40.0;2.0;3.1;0.1;0.0;15;0.0;1.0;0.5;0.6;0.0;9.6;0.1;4.0;0.0;0.1;2.4;0.0;0.1;0;0.6;59;-3.5;20;0.1;0;2752
Maciej Ambrosiewicz;DM, M (C);27;€28K - €275K;PKO BP Ekstraklasa;Poland;1.0;11.4;30%;0.0;0%;0;0.0;0.3;0.2;87%;11.2;0;0.3;1.9;0.6;0.3;0.3;0.2;0;19.0;1.4;4.3;0.3;0.0;10;0.1;0.7;0.1;0.2;0.0;4.3;0.1;0.7;0.1;0.1;0.2;0.1;0.1;66;0.0;33;-1.77;14;0.1;0;2724
Damian Hilbrycht;D (RL);27;€80K - €800K;PKO BP Ekstraklasa;Poland;3.3;9.0;21%;0.1;0%;0;0.0;0.8;0.2;88%;18.2;0;0.8;7.3;1.8;1.9;0.2;0.1;0;55.5;7.5;14.6;0.8;1.3;51;0.2;0.5;0.6;0.4;0.0;11.4;0.1;3.8;0.2;2.1;1.7;0.1;4.5;14;0.3;45;-1.55;69;0.1;0;2439
Nikodem Niski;WB/M/AM (RL);24;€16K - €160K;PKO BP Ekstraklasa;Poland;2.4;4.7;40%;0.0;10%;0;0.0;1.7;0.1;87%;25.6;0;0.4;8.0;2.0;1.6;0.5;0.5;0;46.8;3.9;17.1;1.7;3.0;25;0.9;1.3;0.1;0.3;0.1;11.9;0.1;5.8;0.1;5.9;2.5;0.1;5.9;15;0.2;43;0.22;28;0.1;0;1398
Jędrzej Grobelny;GK;24;€40K - €425K;PKO BP Ekstraklasa;Poland;0.0;3.6;0%;0.0;0%;71;-0.1;0.0;0.0;81%;8.1;-2.15;2.9;0.0;0.0;0.0;0.0;0.0;89;24.1;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;5.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;1;0.0;19;1383
Michał Kaput;DM, M (C);28;€30K - €325K;PKO BP Ekstraklasa;Poland;2.5;10.1;9%;0.0;0%;0;0.0;1.1;0.6;90%;9.2;0;1.2;6.3;1.3;0.7;0.3;0.1;0;45.3;4.9;9.0;1.1;0.1;12;0.0;0.7;0.1;0.5;0.0;11.2;0.0;3.0;0.2;0.2;1.9;0.1;0.2;0;0.4;63;-0.72;14;0.0;0;1521
Kryspin Szcześniak;D (RC);25;€120K;PKO BP Ekstraklasa;Poland;2.5;13.1;33%;0.0;33%;0;0.0;0.0;0.0;88%;3.2;0;0.3;3.2;0.7;0.2;0.1;0.1;0;41.2;2.5;3.0;0.0;0.2;2;0.0;0.3;0.4;0.3;0.1;9.3;0.0;4.8;0.0;0.0;2.5;0.0;0.0;0;0.9;52;0.54;3;0.0;0;1015
Igor Strzałek;M (C), AM (RLC);22;€65K - €650K;PKO BP Ekstraklasa;Poland;0.6;8.0;42%;0.0;17%;0;0.0;0.5;0.3;90%;14.9;0;0.1;2.3;0.6;0.2;0.4;0.4;0;15.6;0.6;4.4;0.7;0.5;3;0.0;0.9;0.0;0.0;0.2;4.8;0.1;1.5;0.2;0.8;0.0;0.2;1.7;8;0.0;0;0.69;3;0.1;0;1199
Kevin Radulović;GK;23;€30K - €300K;Premier Division;Austria;0.0;2.6;0%;0.0;0%;73;0.4;0.1;0.0;80%;9.3;5.57;5.8;0.0;0.0;0.0;0.0;0.0;88;26.4;0.0;0.0;0.1;0.0;0;0.0;0.0;0.0;0.0;0.0;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;1;0.0;16;1397
Mohamed Sankoh;ST (C);22;€150K - €1.5M;3. Liga;Germany;1.0;2.6;53%;0.0;24%;0;0.0;1.3;0.3;89%;8.0;0;0.2;1.7;0.5;0.1;0.6;1.2;0;35.2;1.0;7.0;1.3;0.7;2;0.4;2.3;0.0;0.1;0.6;11.4;0.4;7.7;0.1;1.8;3.1;0.2;1.8;22;0.1;40;3.88;3;0.4;0;1762
German Barkovskiy;ST (C);23;€28K - €275K;PKO BP Ekstraklasa;Poland;0.6;1.9;45%;0.0;10%;0;0.0;1.3;0.1;87%;23.0;0;0.1;1.5;0.7;0.3;0.8;1.2;0;27.5;0.9;5.0;1.3;0.7;5;0.1;2.7;0.0;0.0;0.3;9.9;0.4;9.3;0.1;0.3;2.9;0.1;0.3;25;0.1;32;-1.64;6;0.4;0;1352
Isaías Delpupo;AM (C);23;€45K - €450K;Jupiler Pro League;Belgium;1.5;8.8;41%;0.1;11%;0;0.0;2.0;0.2;89%;22.8;0;0.5;5.2;1.3;0.6;0.3;0.5;0;42.0;3.0;9.1;2.1;1.1;18;0.2;1.3;0.0;0.3;0.1;11.6;0.1;3.0;0.2;0.7;0.4;0.3;1.7;18;0.0;12;0.56;27;0.1;0;2516
Sekou Fofana;D/WB (L);23;Unknown;Super League;Switzerland;1.9;5.4;8%;0.0;0%;0;0.0;0.6;0.2;84%;8.7;0;0.8;3.8;1.1;1.9;0.0;0.0;0;41.1;3.9;8.5;0.6;0.4;68;0.1;0.3;0.7;0.4;0.0;6.5;0.0;2.2;0.1;0.9;1.1;0.2;1.0;8;0.1;51;-1.47;76;0.0;0;3254
David Suárez;D (C), DM, M (C);25;€45K - €425K;3. Liga;Germany;3.3;12.1;30%;0.1;3%;0;0.0;0.7;0.1;88%;6.8;0;1.5;7.9;2.1;1.3;1.0;0.4;0;51.2;4.1;9.5;0.7;0.2;32;0.0;1.2;0.4;0.6;0.0;12.0;0.0;4.7;0.0;0.0;3.3;0.0;0.0;0;0.3;70;-0.02;50;0.0;0;2283
David Mokwa;AM (RLC), ST (C);22;€400K - €4.1M;Bundesliga 2;Germany;0.7;1.6;52%;0.0;8%;0;0.0;0.8;0.1;91%;19.5;0;0.3;1.6;0.3;0.2;0.7;1.6;0;27.1;0.4;5.6;0.8;1.0;3;0.1;3.0;0.0;0.1;0.3;10.8;0.4;7.1;0.1;0.3;1.8;0.1;0.3;40;0.1;25;-2;4;0.4;0;1437
Tarik Gözüsirin;DM, M/AM (C);24;€55K - €550K;3. Liga;Germany;2.3;8.3;48%;0.0;5%;0;0.0;1.3;0.1;89%;9.1;0;0.5;9.4;2.5;2.1;0.7;0.4;0;67.2;7.5;13.0;1.3;0.7;49;0.1;0.9;0.2;0.3;0.0;12.0;0.1;2.0;0.1;0.5;0.7;0.0;0.6;21;0.1;38;-0.56;61;0.1;0;2076
Jano ter Horst;D (RC), WB (R);23;€750K - €1.8M;Bundesliga 2;Germany;3.6;9.8;0%;0.1;0%;0;0.0;0.8;0.1;85%;15.7;0;1.2;7.0;1.9;1.5;0.2;0.0;0;52.9;7.1;16.2;0.8;1.0;48;0.3;0.6;0.8;0.6;0.0;11.6;0.1;5.4;0.1;2.1;3.6;0.1;2.1;15;0.5;67;-2.3;63;0.1;0;2825
Phil Beckhoff;M (L), AM (RL), ST (C);26;€35K - €350K;3. Liga;Germany;1.4;4.7;56%;0.0;18%;0;0.0;2.2;1.0;88%;16.6;0;0.4;7.8;1.6;1.7;1.0;1.0;0;45.3;3.8;13.0;3.1;6.7;45;1.7;1.7;0.0;0.2;0.3;12.1;0.2;2.8;0.3;7.1;0.5;0.2;11.1;22;0.0;18;2.83;53;0.2;0;2321
Jakub Kolan;D/WB (R), DM;21;€210K - €2.1M;PKO BP Ekstraklasa;Poland;3.4;12.4;9%;0.1;9%;0;0.0;0.8;0.1;85%;9.3;0;0.8;5.4;1.4;0.7;0.1;0.1;0;53.5;6.5;11.1;0.8;0.6;11;0.2;0.7;0.3;0.6;0.1;10.7;0.1;4.0;0.2;1.9;2.1;0.1;1.9;9;0.2;52;-0.12;14;0.1;0;1432
Maximilian Schmid;AM (RL), ST (C);23;€45K - €425K;3. Liga;Germany;1.1;3.0;62%;0.0;23%;0;0.0;0.4;0.2;90%;5.2;0;0.4;2.8;1.1;0.7;0.8;1.1;0;21.7;0.8;6.1;0.6;0.6;10;0.1;1.8;0.1;0.2;0.4;11.0;0.2;8.3;0.1;0.4;1.3;0.0;1.1;20;0.1;15;2.72;10;0.2;0;1279
Lasse Günther;D/WB/M/AM (L);23;€200K - €2M;Bundesliga 2;Germany;3.4;9.6;0%;0.1;0%;0;0.0;0.9;0.0;86%;15.9;0;1.1;6.5;2.1;2.3;0.1;0.0;0;55.8;6.7;15.9;0.9;0.6;32;0.4;0.2;0.3;0.4;0.0;12.4;0.0;3.4;0.0;1.8;1.3;0.0;1.8;20;0.5;38;-0.5;39;0.0;0;1270
Marek Janssen;AM (LC), ST (C);29;€40K - €425K;3. Liga;Germany;0.9;3.2;41%;0.0;13%;0;0.0;1.1;0.2;90%;9.0;0;0.2;3.3;0.8;0.0;1.0;1.3;0;27.8;0.6;7.0;1.2;1.0;0;0.1;3.2;0.0;0.2;0.4;11.3;0.4;9.0;0.2;0.4;1.6;0.2;0.5;33;0.2;18;0.63;2;0.4;0;1086
Mattis Hoppe;D (R), WB (RL);22;€65K - €650K;3. Liga;Germany;3.2;10.1;54%;0.0;0%;0;0.0;1.4;0.4;89%;8.8;0;0.9;7.7;2.0;1.7;0.4;0.2;0;54.8;8.1;15.5;1.4;1.2;51;0.8;0.4;0.3;0.6;0.0;12.4;0.0;3.8;0.2;2.8;1.3;0.1;2.8;28;0.2;35;-0.65;62;0.0;0;2696
Niklas Wiemann;D (LC);27;€170K - €1.7M;3. Liga;Germany;4.7;14.5;31%;0.1;19%;0;0.0;0.3;0.1;89%;7.2;0;1.3;1.9;0.5;0.9;0.1;0.1;0;59.3;5.3;7.6;0.3;0.0;33;0.1;0.4;0.4;0.5;0.1;10.9;0.0;7.3;0.0;0.2;5.4;0.0;0.2;50;0.9;74;-0.02;40;0.1;0;3309
Michael Kostka;D (RL), WB (R);22;€22K - €210K;3. Liga;Germany;3.2;9.8;40%;0.3;0%;0;0.0;0.6;0.2;89%;11.8;0;1.5;7.6;2.2;2.7;0.4;0.2;0;61.6;9.9;14.4;0.6;1.0;32;0.5;0.4;0.2;0.6;0.0;13.1;0.0;3.7;0.0;3.8;0.6;0.1;3.8;13;0.1;16;-0.23;38;0.0;0;1085
Elijah Krahn;D (C), DM, M (C);22;€220K - €2.2M;3. Liga;Germany;2.9;8.8;38%;0.1;3%;0;0.0;1.4;0.2;88%;10.1;0;1.0;7.3;2.0;1.3;1.0;0.5;0;81.1;9.6;13.8;1.4;0.2;38;0.2;1.2;0.2;0.4;0.0;12.6;0.1;3.1;0.1;0.4;1.5;0.1;0.4;50;0.2;49;-0.52;45;0.1;0;2557
Sidi Sané;M (RL), AM (RLC);23;€100K - €1M;Bundesliga 2;Germany;1.5;3.2;35%;0.1;25%;0;0.0;1.5;0.0;88%;18.6;0;0.3;8.8;1.7;1.1;0.4;0.6;0;44.6;4.0;12.2;1.5;5.1;13;0.8;1.7;0.0;0.1;0.4;11.6;0.4;4.6;0.1;3.2;2.3;0.2;3.2;23;0.1;50;0.41;19;0.4;0;1067
Johannes Schenk;GK;23;€240K - €2.4M;Bundesliga 2;Germany;0.0;3.3;0%;0.0;0%;72;0.1;0.0;0.0;83%;8.8;2.89;4.0;0.0;0.0;0.0;0.0;0.0;89;24.3;0.0;0.0;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;6;0.0;36;2887
Justin Janitzek;D (LC), WB (L);22;€180K - €1.8M;3. Liga;Germany;3.3;12.3;46%;0.1;0%;0;0.0;0.3;0.1;88%;6.9;0;1.1;1.7;0.5;0.5;0.0;0.2;0;54.7;4.9;5.6;0.3;0.1;18;0.0;0.3;0.6;0.9;0.0;10.5;0.0;6.8;0.0;0.0;5.1;0.1;0.0;0;1.1;76;-0.78;23;0.0;0;3420
Juan Cabrera;M (C), AM (RC);23;€130K - €450K;Bundesliga 2;Germany;1.4;7.1;26%;0.1;6%;0;0.0;1.6;0.1;88%;25.6;0;0.3;5.1;1.5;0.6;0.6;0.5;0;41.7;2.3;10.2;1.6;1.3;17;0.1;1.8;0.0;0.1;0.1;12.0;0.2;4.1;0.1;1.1;1.6;0.2;1.1;10;0.1;39;-2.74;25;0.2;0;2360
Eric Uhlmann;D (C), DM, M (C);23;€45K - €450K;3. Liga;Germany;3.9;10.5;50%;0.1;50%;0;0.0;0.2;0.0;92%;4.3;0;1.3;2.7;1.0;0.6;0.1;0.1;0;50.0;3.7;6.2;0.2;0.0;21;0.0;0.2;0.4;0.6;0.1;10.5;0.0;5.3;0.0;0.0;3.0;0.0;0.0;0;0.6;56;0.79;29;0.1;0;2915
Marcel Wenig;AM (RLC), ST (C);22;€150K - €1.5M;3. Liga;Germany;1.6;4.6;45%;0.0;15%;0;0.0;1.4;0.3;86%;9.8;0;0.3;4.0;0.9;0.4;0.9;0.9;0;42.7;2.5;10.4;1.5;1.8;12;0.1;1.9;0.2;0.2;0.3;12.3;0.3;5.8;0.1;0.6;2.2;0.2;1.0;20;0.1;38;0.8;19;0.3;0;2527
Takahiro Akimoto;D/WB (L);28;€190K;Jupiler Pro League;Belgium;2.8;9.6;0%;0.2;0%;0;0.0;1.3;0.0;87%;16.9;0;1.0;7.5;2.1;2.3;0.0;0.0;0;50.9;5.9;20.2;1.3;1.2;28;0.8;0.0;1.0;0.3;0.0;12.4;0.0;2.5;0.1;5.3;1.3;0.2;5.3;15;0.3;50;0;34;0.0;0;1074
Giannis Boziaris;M/AM (C), ST (C);23;€45K - €450K;3. Liga;Germany;1.3;6.1;55%;0.1;19%;0;0.0;1.2;0.4;89%;9.6;0;0.4;6.5;1.4;1.1;1.5;1.4;0;49.7;4.5;10.9;1.8;1.1;21;0.4;2.5;0.1;0.3;0.5;12.0;0.2;2.9;0.1;1.4;0.7;0.1;4.4;20;0.1;26;5.02;25;0.2;0;1693
Tim Civeja;DM, M/AM (C);24;€75K - €750K;3. Liga;Germany;2.1;7.7;24%;0.0;8%;0;0.0;1.1;0.1;88%;10.5;0;0.4;5.5;1.2;0.9;1.4;0.5;0;55.3;4.6;9.8;1.3;1.2;12;0.2;1.9;0.1;0.2;0.2;12.4;0.1;3.2;0.1;0.6;1.3;0.4;1.3;17;0.1;40;0.35;19;0.1;0;1193
Philip Fahrner;D/WB (R), M (RC), AM (R);23;€26K - €250K;3. Liga;Germany;2.5;10.4;30%;0.1;0%;0;0.0;1.1;0.2;87%;12.6;0;1.0;5.2;1.2;1.1;0.5;0.2;0;55.7;8.0;18.0;1.2;1.2;16;0.6;0.7;0.5;0.6;0.0;13.1;0.0;5.0;0.1;3.9;2.7;0.0;5.3;13;0.3;55;-0.5;17;0.0;0;1281
Jannik Hofmann;D/WB (R);24;€45K - €450K;3. Liga;Germany;3.8;11.4;42%;0.0;0%;0;0.0;1.6;0.3;87%;11.8;0;1.4;7.0;1.9;1.4;0.4;0.2;0;55.0;7.1;16.8;2.1;1.3;34;0.8;0.5;0.3;0.5;0.0;12.6;0.0;4.2;0.2;3.8;1.6;0.1;5.7;22;0.2;37;-0.45;47;0.0;0;2134
Devin Angleberger;DM, M (C);23;€20K - €65K;3. Liga;Germany;3.0;8.7;42%;0.0;4%;0;0.0;1.3;0.3;87%;10.9;0;1.6;10.2;2.8;2.0;1.6;0.8;0;57.3;4.8;17.9;1.5;1.1;25;0.2;2.0;0.4;0.7;0.1;12.9;0.1;2.0;0.1;1.1;0.7;0.2;3.3;14;0.1;32;-0.44;31;0.1;0;1102
Florian Bähr;D (LC), WB/M (L);23;€220K - €750K;3. Liga;Germany;3.4;11.3;25%;0.1;0%;0;0.0;1.3;0.4;87%;13.3;0;1.4;7.5;1.9;2.3;0.4;0.1;0;54.3;6.6;19.2;1.6;1.2;49;0.6;0.6;0.3;0.7;0.0;12.8;0.0;4.3;0.1;4.8;2.4;0.0;6.4;13;0.7;55;-0.69;62;0.0;0;1941
Felix Keidel;D/WB (RL), DM, M (C);22;€325K - €3.3M;Bundesliga 2;Germany;2.9;11.3;14%;0.0;0%;0;0.0;1.2;0.2;86%;14.3;0;1.3;6.6;2.1;2.8;0.1;0.1;0;56.5;7.7;17.5;1.8;0.9;50;0.4;0.4;0.3;0.5;0.0;12.0;0.1;4.1;0.1;2.7;1.6;0.1;7.7;17;0.2;40;-0.92;54;0.1;0;1621
Kushtrim Asallari;M (R), AM (RC);23;€100K;3. Liga;Germany;1.9;6.0;58%;0.0;8%;0;0.0;2.8;0.8;87%;15.2;0;0.3;8.6;1.5;0.8;0.8;1.0;0;47.2;4.2;13.4;3.0;2.8;11;1.5;1.8;0.2;0.3;0.1;12.5;0.1;3.9;0.4;5.9;1.1;0.3;9.0;18;0.0;29;-0.14;14;0.1;0;1292
Arne Schulz;GK;23;€30K - €325K;3. Liga;Germany;0.5;9.8;0%;0.0;0%;79;-0.0;0.0;0.0;69%;12.5;-0.12;6.3;0.0;0.0;0.0;0.0;0.0;88;27.1;1.5;0.3;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;1;0.0;41;2550
Pierre Nadjombe;D/WB (RL);23;€110K - €350K;3. Liga;Germany;4.1;12.3;31%;0.1;0%;0;0.0;1.4;0.3;88%;13.8;0;1.3;7.1;2.0;2.2;0.4;0.1;0;56.9;9.2;18.5;1.5;2.0;76;1.1;0.5;0.1;0.5;0.0;12.8;0.0;4.3;0.2;7.0;2.5;0.3;7.1;15;0.1;59;-0.44;97;0.0;0;3163
Florian Engelhardt;M (C), AM (LC);22;€30K - €300K;3. Liga;Germany;2.0;5.4;47%;0.0;6%;0;0.0;1.1;0.4;88%;8.9;0;0.8;5.9;1.1;1.1;1.1;1.0;0;45.4;2.8;15.7;1.1;1.0;26;0.3;2.0;0.3;0.4;0.1;12.8;0.2;5.3;0.1;1.3;1.8;0.2;1.3;22;0.0;33;-0.99;33;0.2;0;2153
