Player;Position;Age;Transfer Value;Division;Based In;Interceptions per 90;Possession Won per 90;Shots on Target Percentage;Key Tackles per 90;Conv %;Save Percentage;xGP/90;Open Play Key Passes per 90;Chances Created per 90;Pass Completion Percentage;Possession Lost per 90;xGP;Clearances per 90;Pres A/90;Pres C/90;Tackles Completed per 90;Shots From Outside The Box Per 90 minutes;Shots on Target per 90;Expected Save Percentage;Passes Attempted per 90;Progressive Passes per 90;Sprints/90;Key Passes per 90;Dribbles per 90;Tackled Completed;Open Play Crosses Completed per 90;Shot/90;Shts Blckd/90;Blk/90;Goals per 90 minutes;Dist/90;NP-xG/90;Headers Attempted per 90;xA/90;Open Play Crosses Attempted per 90;Headers Won per 90;Asts/90;Crosses Attempted per 90;Crosses Completed Ratio;Key Headers per 90;Headers Won Percentage;xG-OP;Tackles Attempted;xG/90;Goals Conceded;Minutes
Luis Sprekelmeyer;D (C);23;30K € - 325K €;Regional Div. North;Germany;3,4;19,9;11%;0,3;11%;0;0,0;0,3;0,1;90%;3,7;0;1,1;3,0;1,1;0,6;0,1;0,1;0;48,8;2,4;2,8;0,3;0,0;12;0,0;0,5;0,9;0,6;0,1;9,5;0,1;8,2;0,0;0,0;6,6;0,0;0,0;0;1,9;80;-0.31;15;0,1;0;1676
Thomas Winklbauer;AM (RL), ST (C);26;3K € - 30K €;Regional Div. Bavaria;Germany;0,6;2,9;39%;0,0;18%;0;0,0;1,5;0,2;91%;11,8;0;0,2;1,6;0,5;0,4;1,0;1,0;0;26,0;0,8;7,2;1,5;0,2;6;0,1;2,7;0,0;0,1;0,5;10,4;0,4;10,9;0,2;0,4;2,5;0,4;0,4;28;0,0;23;1;7;0,4;0;1490
Nils Butzen;D (RL), WB/M (R);32;30K € - 300K €;Regional Div. Northeast;Germany;3,6;14,7;22%;0,2;0%;0;0,0;0,8;0,1;87%;11,3;0;1,4;6,3;1,9;1,7;0,5;0,3;0;53,8;7,6;16,7;0,9;0,7;36;0,1;1,3;0,8;0,7;0,0;12,1;0,1;3,6;0,1;1,2;2,1;0,0;4,1;16;0,1;58;-2.33;49;0,1;0;1875
David Savić;D (R), DM, M (C);20;90K € - 300K €;Regional Div. West;Germany;2,4;15,9;17%;0,1;0%;0;0,0;0,7;0,4;88%;5,8;0;1,0;6,1;1,6;1,1;0,0;0,1;0;45,2;4,4;9,4;0,7;0,2;19;0,0;0,3;0,5;0,6;0,0;11,5;0,0;3,1;0,2;0,2;1,9;0,1;0,2;0;0,4;61;-0.75;22;0,0;0;1620
Steve Breitkreuz;D (C);33;0 € - 35K €;Regional Div. Bavaria;Germany;3,1;16,7;21%;0,3;0%;0;0,0;0,3;0,1;91%;2,5;0;1,5;2,5;0,7;0,5;0,4;0,2;0;41,5;1,9;3,6;0,3;0,0;8;0,0;0,9;0,1;1,4;0,0;10,6;0,1;5,5;0,0;0,1;3,3;0,0;0,1;0;0,4;59;-1.21;10;0,1;0;1383
Marco Wolf;DM, M (C), AM (RLC);24;4,5K € - 45K €;Regional Div. Northeast;Germany;2,4;11,9;0%;0,0;0%;0;0,0;1,0;0,5;87%;11,2;0;1,2;4,7;0,8;0,5;0,1;0,0;0;45,4;4,4;9,5;1,0;0,9;9;0,5;0,2;0,0;0,5;0,0;11,3;0,0;3,5;0,4;1,7;1,2;0,1;1,7;27;0,2;34;-0.68;13;0,0;0;1570
Per Lockl;DM, M/AM (C);24;6K € - 60K €;Regional Div. Southwest;Germany;2,6;14,6;33%;0,1;5%;0;0,0;1,1;0,5;86%;7,8;0;0,8;5,7;1,2;0,7;0,4;0,4;0;46,9;5,4;9,0;2,1;0,2;13;0,0;1,1;0,3;0,4;0,1;11,4;0,1;2,6;0,2;0,2;1,4;0,2;6,4;16;0,1;54;-0.99;15;0,1;0;1657
Peter Reinhardt;D (RC), DM;20;14K € - 130K €;Regional Div. Bavaria;Germany;2,6;13,0;29%;0,1;0%;0;0,0;0,4;0,3;88%;5,7;0;0,9;5,0;1,4;0,9;0,1;0,1;0;43,6;3,3;6,3;0,6;0,0;19;0,0;0,3;0,5;0,4;0,0;10,8;0,0;4,8;0,1;0,0;3,2;0,1;0,0;100;0,6;66;-0.72;23;0,0;0;1939
Marlon Fries;D/WB/M/AM (R);21;30K € - 300K €;Regional Div. Northeast;Germany;3,1;14,8;45%;0,1;18%;0;0,0;1,2;0,1;84%;14,7;0;1,4;5,2;1,6;1,1;0,3;0,3;0;52,2;5,0;13,7;1,2;0,3;17;0,1;0,7;0,8;0,6;0,1;11,7;0,2;4,3;0,0;2,3;2,3;0,0;8,9;8;0,3;53;-0.56;23;0,2;0;1350
Benjika Caciel;M (R), AM (RL), ST (C);24;35K € - 130K €;Regional Div. Northeast;Germany;1,9;6,9;34%;0,0;7%;0;0,0;2,0;0,2;87%;16,7;0;0,5;7,7;1,5;1,1;0,7;0,9;0;41,9;3,6;11,5;2,0;3,4;18;1,1;2,5;0,0;0,1;0,2;11,2;0,3;4,6;0,1;6,4;1,9;0,2;6,4;16;0,1;40;-1.9;18;0,3;0;1453
Tony Lesueur;WB (L), AM (RLC);25;40K € - 400K €;3. Liga;Germany;2,0;6,3;55%;0,0;7%;0;0,0;1,3;0,4;89%;9,6;0;0,6;8,1;1,9;0,8;1,2;1,3;0;35,7;1,9;16,7;1,7;2,7;10;0,3;2,3;0,3;0,5;0,2;12,5;0,2;4,5;0,1;2,4;0,7;0,2;4,8;11;0,0;16;-0.88;13;0,2;0;1133
Mads Albæk;DM, M (C);35;0 € - 20K €;Regional Div. North;Germany;0,2;14,0;100%;0,0;0%;0;0,0;0,4;0,5;100%;14,7;0;0,0;0,7;0,1;0,1;0,0;0,2;0;2,9;0,2;0,7;2,0;0,0;1;0,0;0,2;0,0;0,0;0,0;0,9;0,0;0,5;0,3;0,0;0,3;0,4;7,5;10;0,0;67;-0.25;1;0,0;0;1142
Benjamin Hemcke;M/AM (RC);22;65K € - 220K €;Regional Div. West;Germany;0,2;12,9;44%;0,0;19%;0;0,0;0,2;1,2;92%;14,5;0;0,0;0,4;0,1;0,1;0,4;0,7;0;2,0;0,1;0,8;0,2;0,3;1;0,1;1,5;0,0;0,1;0,3;0,7;0,2;0,4;0,3;0,4;0,1;0,2;1,6;6;0,0;29;2.06;1;0,2;0;1631
William Kallenbach;M/AM (L);20;0 € - 110K €;Regional Div. Northeast;Germany;2,4;2,9;50%;0,1;20%;0;0,0;1,4;0,2;86%;19,8;0;0,5;7,9;1,8;0,8;0,2;0,4;0;40,8;2,8;15,2;1,4;4,2;10;0,6;0,8;0,0;0,4;0,2;12,5;0,1;5,3;0,1;3,8;1,7;0,1;3,8;14;0,0;32;1.17;12;0,1;0;1102
Thomas Haas;D (RL), WB/M (R);27;3K € - 30K €;Regional Div. Bavaria;Germany;3,5;12,0;23%;0,0;8%;0;0,0;1,0;0,3;88%;12,5;0;0,9;4,4;1,5;0,9;0,5;0,3;0;50,9;5,6;14,1;1,2;0,4;17;0,8;1,4;0,3;0,3;0,1;11,4;0,1;4,9;0,2;3,1;3,1;0,2;6,0;19;0,6;63;0.02;24;0,1;0;1629
Tom Opitz;GK;22;35K € - 325K €;3. Liga;Germany;0,6;10,7;0%;0,0;0%;85;-0,0;0,0;0,0;75%;8,6;-0.23;3,5;0,0;0,0;0,0;0,0;0,0;91;24,4;0,8;0,1;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;4,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;0;0,0;17;1800
Pedro Morais;D/WB/M/AM (R);25;30K € - 110K €;Regional Div. Southwest;Germany;1,8;4,2;34%;0,0;13%;0;0,0;1,5;0,3;87%;17,2;0;0,4;8,2;1,3;0,7;0,6;0,6;0;42,5;2,7;14,1;1,5;4,0;15;1,2;1,8;0,0;0,4;0,2;11,9;0,2;5,2;0,1;6,5;2,0;0,0;7,6;15;0,0;39;1.39;18;0,2;0;1870
Arian Llugiqi;AM (C), ST (C);23;35K € - 375K €;3. Liga;Germany;0,7;2,2;51%;0,0;26%;0;0,0;0,8;0,2;91%;5,9;0;0,2;0,6;0,1;0,1;0,9;1,4;0;27,2;0,7;5,5;0,8;1,1;2;0,1;2,7;0,1;0,1;0,7;11,0;0,5;11,3;0,1;0,5;4,4;0,0;0,8;9;0,1;39;2.1;2;0,5;0;1319
Suheyel Najar;M (L), AM (LC), ST (C);30;24K € - 80K €;Regional Div. West;Germany;1,3;5,3;57%;0,0;10%;0;0,0;2,3;0,4;89%;15,8;0;0,2;8,2;2,3;1,5;0,5;0,9;0;45,7;4,3;10,3;3,7;2,7;29;1,0;1,6;0,0;0,1;0,2;11,6;0,1;5,8;0,2;4,7;1,8;0,2;5,5;19;0,2;32;0.32;40;0,1;0;1719
Mirko Schuster;D (C);31;2K € - 20K €;Regional Div. Southwest;Germany;3,1;16,5;25%;0,0;0%;0;0,0;0,1;0,0;86%;3,1;0;0,9;2,0;0,7;0,2;0,1;0,1;0;43,7;2,0;3,3;0,1;0,1;4;0,0;0,2;0,8;0,6;0,0;9,5;0,0;6,7;0,0;0,1;4,6;0,0;0,1;0;1,3;68;-0.5;6;0,0;0;1620
Maximilian Fischer;D (C), DM;23;28K € - 95K €;Regional Div. West;Germany;3,3;16,1;0%;0,2;0%;0;0,0;0,2;0,0;85%;3,9;0;1,2;2,4;1,0;0,5;0,1;0,0;0;48,7;1,9;2,9;0,2;0,1;8;0,0;0,6;0,9;0,6;0,0;10,0;0,1;6,5;0,0;0,0;4,4;0,1;0,0;0;1,4;68;-2.03;13;0,1;0;1530
Dennis Brock;DM, M/AM (C);30;0 € - 70K €;Regional Div. West;Germany;2,4;11,8;10%;0,1;0%;0;0,0;1,0;0,3;91%;8,5;0;1,2;5,7;2,2;1,2;0,3;0,1;0;60,2;4,1;7,6;1,0;0,1;17;0,1;0,7;0,0;0,1;0,0;11,0;0,1;2,0;0,1;0,5;1,2;0,2;0,5;14;0,1;59;-1.03;26;0,1;0;1297
Romarjo Hajrulla;AM (LC), ST (C);27;20K € - 210K €;Regional Div. Northeast;Germany;0,7;2,9;48%;0,0;15%;0;0,0;0,7;0,2;91%;15,2;0;0,2;1,6;0,6;0,2;0,8;1,0;0;24,5;0,4;3,1;0,7;0,9;4;0,1;2,0;0,0;0,1;0,3;9,9;0,3;7,9;0,1;0,3;1,8;0,1;0,3;20;0,0;22;0.65;4;0,3;0;1483
Leon Deichmann;D (RLC);28;75K € - 250K €;Regional Div. North;Germany;3,7;16,1;13%;0,1;0%;0;0,0;0,1;0,1;88%;2,9;0;1,4;2,5;0,8;0,3;0,1;0,1;0;45,4;1,6;3,7;0,1;0,0;4;0,1;0,5;0,7;0,8;0,0;9,8;0,1;6,3;0,0;0,1;3,8;0,0;0,1;50;0,6;60;-0.91;9;0,1;0;1378
Enes Zengin;D (RC);22;14K € - 140K €;Regional Div. Southwest;Germany;3,1;18,8;0%;0,0;0%;0;0,0;0,2;0,1;88%;2,9;0;0,8;2,4;0,4;0,2;0,5;0,0;0;44,3;1,6;4,1;0,2;0,1;3;0,0;0,6;1,0;0,6;0,0;9,8;0,0;7,5;0,1;0,0;5,6;0,1;0,0;0;1,6;75;-0.45;3;0,0;0;1326
Lukas Krüger;M/AM (R), ST (C);25;4K € - 40K €;Regional Div. North;Germany;1,9;7,8;45%;0,0;23%;0;0,0;1,8;0,4;90%;17,2;0;0,3;7,2;2,1;1,4;0,5;0,7;0;41,0;2,6;14,4;2,3;3,2;30;1,2;1,5;0,0;0,2;0,3;11,9;0,2;5,2;0,2;7,0;2,6;0,2;10,6;16;0,2;50;3.79;36;0,2;0;1894
Tobias Gunte;D (RC);28;30K € - 100K €;Regional Div. Northeast;Germany;3,0;18,1;0%;0,2;0%;0;0,0;0,3;0,0;84%;4,4;0;1,2;2,3;0,9;0,3;0,1;0,0;0;49,9;2,3;3,2;0,3;0,2;7;0,0;0,5;0,4;0,6;0,0;10,0;0,1;6,8;0,0;0,1;4,7;0,0;0,1;0;1,5;69;-1.58;11;0,1;0;1917
Besfort Kolgeci;D (LC), DM;27;16K € - 150K €;3. Liga;Germany;2,9;13,1;83%;0,0;0%;0;0,0;0,3;0,0;85%;9,3;0;1,0;2,4;0,8;0,4;0,0;0,3;0;50,6;5,1;8,9;0,3;0,3;7;0,1;0,3;0,5;0,6;0,0;10,4;0,0;7,1;0,0;0,1;5,6;0,0;1,4;7;1,6;78;-0.25;8;0,0;0;1620
Julius Düker;DM, M/AM (C), ST (C);29;5K € - 50K €;3. Liga;Germany;2,3;7,3;32%;0,0;4%;0;0,0;1,5;0,1;87%;7,3;0;0,4;7,6;2,0;1,1;0,9;0,4;0;50,7;5,7;13,0;1,5;0,3;20;0,1;1,4;0,1;0,3;0,1;12,0;0,1;2,8;0,1;0,5;1,2;0,1;0,5;20;0,1;43;-0.82;31;0,1;0;1660
Süleyman Koç;D/WB/M/AM (R);36;1,5K € - 5K €;Regional Div. North;Germany;2,7;12,3;20%;0,0;10%;0;0,0;0,8;0,1;84%;15,2;0;0,5;5,2;1,5;0,9;0,3;0,1;0;49,7;6,6;10,2;0,8;0,9;14;0,2;0,6;0,6;0,4;0,1;10,3;0,1;5,6;0,1;2,4;3,5;0,0;5,7;8;0,4;63;-0.66;19;0,1;0;1409
Seok-ju Hong;ST (C);22;9K € - 95K €;Regional Div. West;Germany;0,9;1,9;53%;0,0;11%;0;0,0;1,0;0,1;88%;18,3;0;0,2;1,5;0,6;0,0;0,5;1,0;0;26,0;0,5;7,3;1,0;0,9;0;0,0;1,8;0,0;0,3;0,2;9,8;0,2;10,0;0,1;0,3;2,6;0,2;0,3;0;0,1;26;-0.07;4;0,2;0;1781
Dardan Karimani;M (RLC), AM (C);27;28K € - 100K €;Regional Div. North;Germany;0,0;12,1;59%;0,0;24%;0;0,0;0,1;0,1;0%;13,7;0;0,0;0,0;0,0;0,0;0,2;0,7;0;0,0;0,0;0,0;0,1;0,0;0;0,0;1,1;0,0;0,0;0,3;0,0;0,1;0,0;0,2;0,0;0,0;0,1;0,0;0;0,0;0;2.38;0;0,1;0;1358
Mario Pejazić;D/WB/M (L);20;24K € - 230K €;Regional Div. West;Germany;3,1;10,1;33%;0,0;0%;0;0,0;0,8;0,0;81%;17,4;0;1,2;6,4;1,0;0,9;0,1;0,1;0;54,7;6,0;14,2;0,8;1,4;12;0,6;0,2;0,5;0,9;0,0;11,5;0,0;4,4;0,0;3,2;3,4;0,0;3,2;18;0,4;77;-0.25;16;0,0;0;1252
Vjekoslav Taritaš;M (R), AM (RLC);26;12K € - 130K €;Regional Div. North;Germany;2,3;5,4;50%;0,0;23%;0;0,0;1,8;0,5;89%;20,6;0;0,8;9,2;1,6;0,9;0,8;0,9;0;41,5;2,9;14,3;1,8;4,7;13;0,8;1,7;0,0;0,5;0,4;11,9;0,2;3,8;0,2;6,2;0,8;0,1;6,2;12;0,0;21;2.38;17;0,2;0;1375
Sonny Ziemer;D (RLC);24;22K € - 230K €;Regional Div. Northeast;Germany;4,0;19,1;20%;0,1;0%;0;0,0;0,3;0,1;85%;4,9;0;1,6;2,9;1,3;0,8;0,0;0,1;0;45,6;2,7;5,2;0,3;0,0;12;0,0;0,6;0,8;0,8;0,0;10,2;0,1;6,4;0,1;0,3;4,3;0,1;0,3;0;0,7;67;-1.26;14;0,1;0;1426
Jona Borsum;DM, M (C);20;95K € - 950K €;Regional Div. Southwest;Germany;2,7;11,9;17%;0,0;0%;0;0,0;0,6;0,1;90%;7,0;0;1,0;5,9;1,4;0,7;0,3;0,2;0;47,1;5,5;10,1;0,6;0,1;12;0,1;1,1;0,4;0,4;0,0;12,1;0,1;3,6;0,1;0,3;2,5;0,0;0,3;20;0,4;69;-1.83;22;0,1;0;1511
Philipp Harant;D (RC);26;0 € - 80K €;Regional Div. North;Germany;3,0;13,0;13%;0,2;0%;0;0,0;0,2;0,1;86%;3,1;0;1,4;2,5;1,0;0,4;0,1;0,1;0;49,5;2,7;3,8;0,2;0,0;8;0,0;0,4;0,8;0,5;0,0;9,6;0,1;7,8;0,0;0,1;5,4;0,0;0,1;0;1,1;69;-1.31;15;0,1;0;1660
Nicolas Hirschberger;M (L), AM (RLC);26;3K € - 30K €;Regional Div. West;Germany;1,8;4,0;35%;0,1;12%;0;0,0;1,3;0,7;91%;20,0;0;0,7;8,2;1,2;0,7;0,4;0,4;0;45,4;2,8;13,8;1,3;3,4;10;1,6;1,3;0,0;0,4;0,1;11,3;0,1;5,4;0,2;5,1;1,3;0,1;5,1;32;0,0;24;0.14;11;0,1;0;1206
Markus Ponath;GK;24;40K € - 140K €;3. Liga;Germany;0,9;9,1;0%;0,0;0%;70;-0,5;0,0;0,0;82%;7,7;-8.2;6,8;0,0;0,0;0,0;0,0;0,0;84;17,2;0,8;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;27;1350
Maik Amedick;D (C), DM;23;3K € - 30K €;Regional Div. West;Germany;3,0;18,7;18%;0,1;0%;0;0,0;0,1;0,2;89%;3,0;0;1,0;2,6;1,0;0,5;0,3;0,1;0;45,7;2,5;2,2;0,6;0,0;8;0,0;0,7;1,2;0,5;0,0;10,1;0,1;6,7;0,1;0,1;5,1;0,0;0,1;0;1,1;76;-1.18;10;0,1;0;1522
Ismail H'Maidat;DM, M (C), AM (LC);30;7K € - 70K €;Regional Div. North;Germany;2,7;15,7;0%;0,1;0%;0;0,0;1,3;0,4;91%;5,6;0;0,8;5,8;1,2;0,7;0,2;0,0;0;47,8;4,5;10,6;2,6;0,5;13;0,1;0,7;0,4;0,6;0,0;11,6;0,1;2,0;0,2;0,4;0,7;0,2;3,2;9;0,2;33;-0.98;22;0,1;0;1746
Gazi Siala;D (C), DM, M/AM (C);31;2,5K € - 24K €;Regional Div. North;Germany;3,3;17,6;0%;0,1;0%;0;0,0;1,1;0,4;86%;6,5;0;0,9;5,0;1,3;1,1;0,1;0,0;0;45,3;5,0;8,6;1,7;0,1;17;0,1;0,3;0,4;0,4;0,0;10,8;0,0;3,7;0,2;0,1;2,4;0,3;3,9;11;0,4;64;-0.7;19;0,0;0;1409
Yannik Jaeschke;AM (C), ST (C);32;0 € - 65K €;Regional Div. West;Germany;0,6;2,2;65%;0,1;23%;0;0,0;1,3;0,2;87%;21,4;0;0,0;2,0;0,9;0,2;0,6;1,4;0;22,6;0,5;3,0;1,3;0,6;3;0,0;2,2;0,0;0,1;0,5;9,7;0,2;11,0;0,1;0,4;2,8;0,3;0,4;0;0,0;25;3.54;4;0,2;0;1249
Julian Albrecht;DM, M/AM (C);24;0 € - 120K €;Regional Div. North;Germany;0,6;13,1;47%;0,0;13%;0;0,0;0,2;0,1;91%;15,4;0;0,2;0,5;0,0;0,0;0,2;0,6;0;6,8;0,5;0,8;0,2;0,0;0;0,0;1,2;0,1;0,2;0,2;1,1;0,1;0,2;0,1;0,0;0,1;0,1;0,0;0;0,0;33;0.23;0;0,1;0;1131
Hannes Hermann;GK;20;80K € - 800K €;Regional Div. North;Germany;0,0;3,6;0%;0,0;0%;65;-0,2;0,0;0,0;66%;7,6;-4.53;5,4;0,0;0,0;0,0;0,0;0,0;88;25,4;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;26;1890
Aday Ercan;DM, M/AM (C);25;30K € - 100K €;Regional Div. West;Germany;2,3;13,6;33%;0,1;33%;0;0,0;1,1;0,4;89%;7,8;0;1,4;5,6;1,5;1,1;0,1;0,1;0;45,6;5,2;8,1;1,4;0,1;15;0,1;0,2;0,2;0,4;0,1;11,6;0,0;3,3;0,1;0,1;1,8;0,1;6,0;7;0,6;53;0.72;18;0,0;0;1265
Hugo Rölleke;GK;20;20K € - 200K €;Regional Div. West;Germany;0,0;4,0;0%;0,0;0%;75;0,0;0,0;0,0;67%;8,0;0.02;4,8;0,0;0,0;0,0;0,0;0,0;90;26,6;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;20;1800
Erjanik Ghubasaryan;D (RC), DM, M (C);24;1,5K € - 16K €;Regional Div. North;Germany;0,4;8,6;50%;0,0;13%;0;0,0;0,3;0,3;91%;15,5;0;0,1;0,4;0,1;0,0;0,2;0,2;0;6,6;0,6;1,1;0,3;0,0;0;0,0;0,5;0,0;0,1;0,1;1,5;0,0;0,4;0,1;0,0;0,1;0,2;0,0;0;0,1;33;0.21;1;0,0;0;1520
Dennis Lütke-Frie;DM, M (C);22;1K € - 9K €;Regional Div. North;Germany;2,6;18,0;33%;0,0;0%;0;0,0;1,0;0,2;88%;5,7;0;0,9;5,8;1,3;0,8;0,0;0,1;0;45,5;4,9;8,7;1,2;0,2;9;0,0;0,3;0,1;0,6;0,0;11,2;0,0;3,3;0,1;0,0;1,6;0,3;0,0;0;0,3;49;-0.21;10;0,0;0;1067
Florian Riedel;D/WB/M/AM (R);35;0 € - 12K €;3. Liga;Germany;3,1;10,6;33%;0,0;6%;0;0,0;1,7;0,3;83%;16,5;0;1,2;12,7;2,8;2,0;1,0;0,4;0;46,8;5,5;25,8;1,7;2,7;31;1,2;1,2;0,5;1,0;0,1;13,1;0,1;3,1;0,1;7,8;1,5;0,2;7,8;14;0,2;50;-0.08;44;0,1;0;1407
Anthony Roczen;ST (C);26;28K € - 95K €;Regional Div. Northeast;Germany;0,8;0,9;64%;0,0;19%;0;0,0;1,1;0,1;86%;18,8;0;0,4;1,2;0,9;0,1;0,9;1,8;0;24,4;0,5;3,8;1,1;0,6;1;0,0;2,8;0,0;0,1;0,5;9,5;0,3;10,2;0,0;0,5;4,4;0,0;0,5;0;0,2;44;2.89;3;0,3;0;1156
David Salfeld;GK;35;8K € - 26K €;Regional Div. Southwest;Germany;0,0;2,5;0%;0,0;0%;60;-0,3;0,1;0,0;65%;7,4;-5.46;5,7;0,0;0,0;0,0;0,0;0,0;89;26,1;0,0;0,0;0,1;0,0;0;0,0;0,0;0,0;0,0;0,0;5,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;4;0,0;26;1710
Marc Schröder;D (RC), DM;24;26K € - 250K €;Regional Div. North;Germany;3,4;17,0;25%;0,1;0%;0;0,0;0,3;0,2;87%;4,1;0;1,2;4,0;1,0;0,7;0,1;0,1;0;48,8;2,2;5,3;0,3;0,1;8;0,0;0,3;0,9;0,5;0,0;9,7;0,0;5,1;0,0;0,2;3,1;0,1;0,2;0;0,6;60;-0.23;10;0,0;0;1056
Kolja Herrmann;D/WB (R), DM, M (R);28;16K €;Regional Div. Southwest;Germany;3,3;12,6;16%;0,1;0%;0;0,0;0,4;0,1;85%;14,3;0;0,8;6,5;1,6;1,5;0,2;0,2;0;48,6;5,2;13,4;0,5;0,5;20;0,4;1,4;1,0;0,7;0,0;10,9;0,2;5,8;0,1;2,4;3,7;0,0;2,4;18;0,5;63;-2.07;21;0,2;0;1202
Kevin Lebersorger;D (RL);20;75K € - 750K €;Regional Div. Northeast;Germany;3,5;15,0;26%;0,1;5%;0;0,0;0,9;0,3;87%;12,5;0;0,8;5,6;1,8;1,7;0,4;0,3;0;50,2;5,5;14,6;0,9;1,0;30;0,1;1,1;1,1;0,5;0,1;11,8;0,1;5,2;0,1;2,5;2,6;0,1;2,5;4;0,6;51;-0.28;31;0,1;0;1616
Jonas Singer;M (L), AM (RL), ST (C);28;14K € - 140K €;Regional Div. Southwest;Germany;2,5;4,9;53%;0,1;7%;0;0,0;1,7;0,2;89%;20,5;0;0,5;8,5;1,7;1,5;0,5;0,8;0;41,9;3,3;11,9;1,7;3,0;28;0,4;1,6;0,0;0,2;0,1;10,9;0,2;3,5;0,2;1,6;1,1;0,1;1,6;23;0,1;31;-1.26;33;0,2;0;1703
Semir Šarić;D/WB/M (R), AM (RC);28;0 € - 90K €;Regional Div. West;Germany;1,5;5,2;45%;0,1;3%;0;0,0;1,4;0,0;90%;17,8;0;0,5;8,3;2,0;1,2;0,6;0,8;0;41,8;3,4;13,3;2,8;3,2;20;0,8;1,8;0,0;0,6;0,1;12,4;0,2;4,9;0,1;6,4;1,9;0,1;14,1;12;0,0;39;-3.02;23;0,2;0;1531
Eliyas Strasner;D/WB/M/AM (L);20;35K € - 350K €;Regional Div. Northeast;Germany;2,7;14,3;0%;0,0;0%;0;0,0;1,5;0,1;82%;10,7;0;1,1;6,2;1,6;1,1;0,0;0,0;0;56,1;6,6;10,3;1,5;1,6;15;0,5;0,1;0,1;0,4;0,0;11,6;0,0;4,3;0,0;2,9;3,0;0,1;2,9;18;0,5;70;-0.04;18;0,0;0;1184
Maximilian Jansen;DM, M (C);32;0 € - 85K €;Regional Div. West;Germany;3,0;18,5;20%;0,0;10%;0;0,0;0,9;0,8;88%;4,8;0;0,9;5,3;1,2;0,7;0,2;0,1;0;58,1;6,2;9,0;0,9;0,1;12;0,0;0,6;0,8;0,9;0,1;11,0;0,1;2,9;0,4;0,2;1,6;0,4;1,8;6;0,3;55;-0.11;16;0,1;0;1525
Robin Kölle;D/WB/M/AM (R);24;4K € - 40K €;Regional Div. North;Germany;3,5;16,2;37%;0,1;16%;0;0,0;0,5;0,1;82%;14,1;0;0,8;5,3;1,4;1,1;0,3;0,4;0;51,1;6,4;14,3;0,5;0,7;20;0,5;1,1;0,7;1,1;0,2;12,1;0,2;5,9;0,0;2,3;4,0;0,1;2,3;21;0,3;67;-0.17;21;0,2;0;1609
Max Klump;D/WB/M/AM (L);26;2,5K € - 24K €;Regional Div. North;Germany;3,5;10,5;100%;0,2;50%;0;0,0;1,2;0,0;86%;15,1;0;1,2;6,4;1,8;1,0;0,0;0,1;0;56,6;6,9;10,6;1,2;1,0;21;0,3;0,1;0,2;0,7;0,0;11,2;0,0;4,4;0,1;2,1;1,9;0,0;2,1;15;0,4;43;0.77;30;0,0;0;1872
Marvin Mika;AM (R), ST (C);24;3K € - 30K €;Regional Div. Southwest;Germany;0,8;1,6;53%;0,0;16%;0;0,0;1,0;0,1;90%;17,4;0;0,2;1,1;0,6;0,2;0,7;1,3;0;26,1;0,6;4,4;1,0;0,4;4;0,1;2,5;0,0;0,1;0,4;9,2;0,3;10,6;0,1;0,4;2,7;0,1;0,4;25;0,0;26;0.9;5;0,3;0;1606
Sebastian Mielitz;GK;36;0 € - 7K €;Regional Div. North;Germany;0,0;3,6;0%;0,0;0%;70;0,0;0,0;0,0;68%;7,0;0.54;3,3;0,0;0,0;0,1;0,0;0,0;88;25,6;0,0;0,0;0,0;0,0;1;0,0;0,0;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;23;1722
Lukas Ramser;D (RL), DM, M/AM (C);28;2,5K € - 26K €;Regional Div. Bavaria;Germany;2,5;15,2;41%;0,0;15%;0;0,0;1,0;0,2;86%;7,7;0;1,0;4,6;1,5;0,8;0,6;0,5;0;56,5;6,4;8,9;1,4;0,1;20;0,0;1,1;0,2;0,3;0,2;11,5;0,1;2,7;0,1;0,1;1,5;0,2;0,2;40;0,2;55;1.33;25;0,1;0;2175
Saban Kaptan;M (R), AM (RLC), ST (C);32;1,5K € - 16K €;Regional Div. West;Germany;2,2;3,2;40%;0,0;16%;0;0,0;1,3;0,1;91%;17,2;0;0,5;5,8;1,7;0,7;0,6;0,7;0;40,2;2,6;10,2;1,6;4,1;11;0,9;1,6;0,0;0,2;0,3;11,2;0,2;5,5;0,1;3,4;1,6;0,1;4,9;22;0,1;30;1.2;14;0,2;0;1370
