Player;Position;Age;Transfer Value;Division;Based In;Interceptions per 90;Possession Won per 90;Shots on Target Percentage;Key Tackles per 90;Conv %;Save Percentage;xGP/90;Open Play Key Passes per 90;Chances Created per 90;Pass Completion Percentage;Possession Lost per 90;xGP;Clearances per 90;Pres A/90;Pres C/90;Tackles Completed per 90;Shots From Outside The Box Per 90 minutes;Shots on Target per 90;Expected Save Percentage;Passes Attempted per 90;Progressive Passes per 90;Sprints/90;Key Passes per 90;Dribbles per 90;Tackled Completed;Open Play Crosses Completed per 90;Shot/90;Shts Blckd/90;Blk/90;Goals per 90 minutes;Dist/90;NP-xG/90;Headers Attempted per 90;xA/90;Open Play Crosses Attempted per 90;Headers Won per 90;Asts/90;Crosses Attempted per 90;Crosses Completed Ratio;Key Headers per 90;Headers Won Percentage;xG-OP;Tackles Attempted;xG/90;Goals Conceded;Minutes
Philipp Hanke;D/WB/M/AM (R);32;0 € - 60K €;Regional Div. West;Germany;2,8;15,6;25%;0,1;0%;0;0,0;1,1;0,1;86%;14,0;0;1,2;7,1;1,5;0,6;0,1;0,3;0;54,4;6,3;11,6;1,2;0,4;11;0,2;1,0;0,2;0,6;0,0;10,9;0,1;4,8;0,1;2,1;2,2;0,0;2,3;8;0,3;46;-2.64;19;0,1;0;1737
Jannik Borgmann;D (LC);28;18K € - 65K €;Regional Div. West;Germany;3,5;9,4;33%;0,0;0%;0;0,0;0,9;0,0;87%;17,4;0;1,1;5,5;1,2;1,2;0,1;0,0;0;54,9;5,6;13,3;0,9;0,5;25;0,2;0,1;0,2;0,5;0,0;11,3;0,0;5,1;0,0;2,3;3,5;0,0;2,3;10;0,7;68;-0.28;28;0,0;0;1850
Jonas Fritschi;D (C), DM;25;2K € - 22K €;Regional Div. Southwest;Germany;3,0;12,8;13%;0,0;0%;0;0,0;0,5;0,1;92%;5,1;0;0,9;3,8;0,9;0,6;0,1;0,0;0;50,3;3,6;6,6;0,5;0,1;12;0,1;0,4;0,5;0,6;0,0;11,1;0,1;5,0;0,1;0,2;3,7;0,0;0,2;50;0,8;75;-1.76;16;0,1;0;1919
Dominik Črljenec;D (C), DM;26;2K € - 20K €;Regional Div. Southwest;Germany;3,3;13,4;15%;0,1;0%;0;0,0;0,2;0,0;87%;3,8;0;1,0;2,5;0,7;0,4;0,2;0,1;0;47,9;2,2;3,1;0,2;0,0;7;0,0;0,7;0,4;0,6;0,0;9,2;0,1;7,2;0,0;0,0;5,0;0,1;0,0;0;1,5;70;-1.64;8;0,1;0;1733
Marian Sarr;D (C);30;0 € - 55K €;Regional Div. North;Germany;1,7;13,4;33%;0,0;0%;0;0,0;0,1;0,2;93%;8,0;0;0,4;1,4;0,5;0,1;0,1;0,1;0;24,4;1,0;0,7;0,1;0,1;1;0,0;0,2;0,1;0,1;0,0;4,8;0,0;3,3;0,1;0,0;1,7;0,1;0,0;0;0,6;53;-0.17;1;0,0;0;1245
Matti Steinmann;DM, M (C);30;12K € - 130K €;Regional Div. North;Germany;2,2;18,5;18%;0,1;9%;0;0,0;1,2;0,2;90%;5,2;0;1,5;3,7;0,7;0,5;0,1;0,1;0;52,0;5,6;8,0;1,2;0,2;10;0,0;0,6;0,1;0,7;0,1;10,5;0,1;2,9;0,2;0,1;1,6;0,2;1,6;0;0,3;54;-0.42;12;0,1;0;1682
Sebastian Haut;D (C), DM, M (C);29;16K € - 55K €;Regional Div. North;Germany;2,9;15,0;20%;0,1;0%;0;0,0;0,3;0,0;86%;6,2;0;0,6;5,3;1,5;0,8;0,4;0,1;0;47,7;3,3;10,3;0,3;0,1;11;0,0;0,4;0,1;0,4;0,0;11,9;0,0;3,0;0,1;0,1;1,7;0,1;0,1;0;0,3;56;-0.24;17;0,0;0;1246
Ahmad Badran;D/WB/M (R), AM (RL);18;35K € - 325K €;Regional Div. North;Germany;1,6;3,1;21%;0,1;0%;0;0,0;2,0;0,3;87%;19,4;0;0,3;7,9;2,6;2,0;0,2;0,2;0;41,0;3,4;10,4;2,0;4,3;26;1,2;1,1;0,0;0,2;0,0;11,7;0,1;5,2;0,1;6,2;2,7;0,0;6,2;20;0,2;52;-1.17;28;0,1;0;1153
Malte Wengerowski;D/WB/M/AM (R);24;18K € - 170K €;Regional Div. North;Germany;1,8;7,7;36%;0,0;5%;0;0,0;1,3;0,4;91%;17,8;0;0,5;7,2;1,4;1,2;0,3;0,6;0;42,9;3,2;12,6;1,3;3,1;16;1,4;1,7;0,2;0,4;0,1;11,8;0,2;4,9;0,2;5,8;2,1;0,1;5,8;23;0,5;44;-2.19;17;0,2;0;1182
Davud Tuma;D/WB/M (L), AM (RL);29;20K € - 70K €;Regional Div. West;Germany;2,9;5,0;25%;0,1;0%;0;0,0;1,1;0,1;87%;17,7;0;0,8;5,4;1,2;0,8;0,3;0,1;0;52,0;4,9;11,0;1,1;2,0;11;0,7;0,6;0,1;0,4;0,0;10,8;0,0;4,4;0,2;4,1;1,2;0,2;4,1;17;0,2;27;-0.64;15;0,0;0;1279
Luka Trslić;D (RC);24;110K € - 375K €;3. Liga;Germany;4,2;15,7;100%;0,2;50%;0;0,0;0,0;0,0;87%;6,9;0;1,3;4,0;1,2;0,6;0,0;0,1;0;53,6;2,8;5,5;0,1;0,1;8;0,0;0,1;0,4;0,3;0,1;10,4;0,0;7,1;0,0;0,1;5,2;0,0;0,1;0;1,3;74;0.89;11;0,0;0;1206
Lukas Stoppel;M/AM (C);20;5K € - 55K €;Regional Div. Southwest;Germany;1,3;11,5;50%;0,0;4%;0;0,0;1,8;0,0;87%;18,7;0;0,3;5,0;1,2;0,4;0,4;0,6;0;41,4;2,3;8,0;1,8;1,0;7;0,3;1,2;0,0;0,3;0,1;12,1;0,1;4,1;0,0;1,1;0,9;0,2;1,1;27;0,0;23;-1.03;7;0,1;0;1732
Marcel Hölscher;GK;34;8K € - 28K €;Regional Div. West;Germany;0,0;4,5;0%;0,0;0%;73;0,4;0,0;0,0;77%;7,7;6.37;4,8;0,0;0,0;0,0;0,0;0,0;87;26,8;0,0;0,0;0,0;0,0;0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;21;1622
Emilian Lässig;D/WB (L), DM, M (L);26;28K €;Regional Div. Southwest;Germany;3,7;14,8;33%;0,2;0%;0;0,0;0,7;0,0;84%;16,8;0;1,3;4,8;1,7;1,8;0,1;0,1;0;52,8;5,6;14,0;0,7;0,5;34;0,3;0,2;0,6;0,7;0,0;12,3;0,0;5,6;0,0;2,4;2,8;0,0;2,4;13;0,7;51;-0.42;39;0,0;0;1717
Christoph Schulz;D (RL), WB/M (R);29;20K € - 65K €;Regional Div. Bavaria;Germany;3,1;7,8;56%;0,0;11%;0;0,0;1,3;0,1;87%;19,5;0;1,0;8,1;1,6;1,0;0,0;0,2;0;47,7;4,4;26,4;1,3;1,7;23;1,2;0,4;0,3;0,6;0,0;12,8;0,0;4,0;0,1;6,9;2,3;0,2;6,9;17;0,4;59;0.14;30;0,0;0;2030
Simon Klostermann;ST (C);25;2K € - 18K €;Regional Div. Southwest;Germany;0,8;1,0;29%;0,0;6%;0;0,0;0,8;0,1;89%;21,9;0;0,2;1,3;0,4;0,2;0,6;0,5;0;24,4;0,4;3,8;0,8;1,0;4;0,0;1,6;0,0;0,0;0,1;9,4;0,2;9,4;0,1;0,1;2,2;0,2;0,1;50;0,0;23;-1.88;4;0,2;0;1919
Jakob Zitzelsberger;D (LC);28;16K € - 160K €;Regional Div. Bavaria;Germany;3,9;12,9;50%;0,0;50%;0;0,0;0,3;0,0;88%;9,2;0;1,3;4,0;1,1;0,8;0,1;0,1;0;49,0;4,0;7,2;0,3;0,1;10;0,2;0,2;1,0;0,5;0,1;10,4;0,0;5,9;0,0;0,9;4,5;0,0;0,9;18;0,6;76;0.73;11;0,0;0;1135
Fabio Schneider;DM, M (RC), AM (C);23;14K € - 150K €;Regional Div. Northeast;Germany;2,5;11,3;15%;0,0;8%;0;0,0;0,8;0,3;92%;6,6;0;1,3;3,9;0,8;0,6;0,5;0,1;0;46,7;5,3;8,5;0,8;0,2;8;0,0;0,9;0,1;0,7;0,1;11,3;0,1;2,9;0,2;0,0;1,7;0,3;0,0;0;0,2;59;-0.04;8;0,1;0;1277
Yannik Schlößer;M (R), AM (RL);23;0 € - 70K €;Regional Div. West;Germany;1,6;4,4;41%;0,0;12%;0;0,0;2,2;0,3;87%;19,7;0;0,1;8,1;2,5;1,4;0,5;0,5;0;41,4;3,6;11,3;2,2;3,5;21;1,5;1,1;0,0;0,1;0,1;11,3;0,1;4,5;0,1;6,8;1,3;0,1;6,8;21;0,1;29;0.58;25;0,1;0;1392
Tyron Duah;D (C);22;0 € - 65K €;Regional Div. Southwest;Germany;4,3;13,4;11%;0,1;0%;0;0,0;0,2;0,1;85%;3,7;0;1,6;3,2;0,8;0,7;0,2;0,1;0;50,4;1,6;3,7;0,2;0,0;11;0,0;0,5;0,8;0,9;0,0;9,8;0,0;7,1;0,0;0,1;5,5;0,1;0,1;0;1,1;77;-0.74;12;0,0;0;1482
Ben Eze;D (RL), WB (L);19;10K € - 110K €;Regional Div. West;Germany;3,4;12,4;33%;0,1;0%;0;0,0;1,0;0,3;83%;16,0;0;1,3;4,7;1,3;1,1;0,0;0,1;0;55,9;5,8;10,6;1,0;1,4;14;0,5;0,2;0,3;1,0;0,0;11,4;0,0;4,4;0,1;2,8;3,3;0,2;2,8;17;0,4;75;-0.3;16;0,0;0;1118
Liam Giwah;D (C);25;50K € - 170K €;Regional Div. North;Germany;3,7;20,2;100%;0,1;0%;0;0,0;0,2;0,0;83%;2,9;0;1,0;2,8;0,9;0,6;0,1;0,1;0;45,2;2,7;3,6;0,2;0,1;7;0,0;0,1;0,3;0,4;0,0;9,8;0,0;7,1;0,0;0,0;5,5;0,1;0,0;0;0,8;77;-0.01;8;0,0;0;1047
Robert Deziel Jr.;D (C), DM;20;0 € - 60K €;Regional Div. Bavaria;Germany;3,3;10,6;25%;0,2;25%;0;0,0;0,4;0,1;90%;4,5;0;1,1;2,9;1,0;0,5;0,1;0,1;0;46,7;2,5;4,5;0,4;0,0;6;0,0;0,3;0,4;0,3;0,1;10,1;0,0;6,2;0,0;0,0;3,1;0,1;0,0;0;1,3;50;0.52;9;0,0;0;1051
Max Müller;D (C);31;Not for Sale;Regional Div. Southwest;Germany;3,5;19,0;10%;0,1;0%;0;0,0;0,2;0,1;92%;2,5;0;1,2;2,6;1,1;0,4;0,1;0,1;0;44,8;3,2;2,4;0,2;0,0;6;0,0;0,7;1,1;0,6;0,0;9,6;0,1;7,7;0,0;0,1;6,4;0,1;0,1;0;1,3;82;-0.87;11;0,1;0;1314
Ebrahim Farahnak;D (C), DM;27;2K € - 18K €;Regional Div. Bavaria;Germany;3,1;13,5;14%;0,1;14%;0;0,0;0,2;0,1;88%;5,0;0;0,9;3,4;1,1;0,5;0,1;0,1;0;47,2;2,8;2,6;0,2;0,0;10;0,0;0,4;0,3;0,2;0,1;9,7;0,1;6,6;0,1;0,0;4,9;0,0;0,0;0;1,8;75;-0.99;10;0,1;0;1698
Obed Chidindu Ugondu;AM (RL), ST (C);23;45K € - 450K €;Regional Div. Northeast;Germany;0,7;2,5;54%;0,0;29%;0;0,0;0,9;0,4;88%;14,5;0;0,4;0,9;0,3;0,1;0,7;1,3;0;28,3;0,5;3,3;0,9;0,8;1;0,1;2,3;0,0;0,1;0,7;9,2;0,2;11,0;0,2;0,3;4,0;0,3;1,7;23;0,0;36;6.66;1;0,2;0;1355
Sammy Ammari;ST (C);31;0 € - 55K €;Regional Div. Bavaria;Germany;1,1;1,4;42%;0,0;14%;0;0,0;0,7;0,1;91%;22,5;0;0,1;1,3;0,7;0,2;1,1;1,0;0;23,9;0,4;2,9;0,8;1,1;3;0,1;2,4;0,0;0,0;0,3;9,8;0,2;10,5;0,1;0,5;2,7;0,1;0,5;12;0,1;26;2.72;3;0,2;0;1351
Ernesto Carratala-Jiménez;M (R), AM (RL), ST (C);26;0 € - 45K €;Regional Div. Northeast;Germany;1,9;3,4;58%;0,0;25%;0;0,0;1,6;0,0;85%;15,4;0;0,3;7,5;1,7;1,1;0,4;0,6;0;42,4;3,1;11,9;1,6;4,0;13;1,4;1,0;0,0;0,2;0,3;11,3;0,1;4,0;0,1;7,0;0,7;0,3;7,0;20;0,0;17;2.28;13;0,1;0;1071
Nico von der Reith;D (RC), DM;32;12K € - 40K €;Regional Div. North;Germany;3,2;15,4;17%;0,2;17%;0;0,0;0,4;0,1;86%;5,8;0;1,4;2,2;0,8;0,7;0,1;0,1;0;45,1;2,5;4,7;0,4;0,0;15;0,0;0,6;0,7;0,9;0,1;9,7;0,1;6,5;0,1;0,3;4,2;0,0;0,3;0;0,7;65;0.35;16;0,1;0;1890
Jens Trunk;D (R), DM, M (C);33;1,5K € - 16K €;Regional Div. Bavaria;Germany;2,7;12,0;0%;0,1;0%;0;0,0;0,9;0,2;89%;7,5;0;1,1;5,5;1,4;0,6;0,0;0,0;0;47,4;2,7;9,1;1,3;0,1;10;0,0;0,4;0,0;0,6;0,0;11,8;0,0;2,6;0,1;0,2;1,5;0,2;1,4;4;0,2;59;-0.82;24;0,0;0;1526
Marco Zietsch;DM, M (C);25;2K € - 20K €;Regional Div. Bavaria;Germany;2,8;16,8;36%;0,1;0%;0;0,0;1,4;0,2;86%;5,5;0;1,0;6,0;1,5;1,3;0,3;0,2;0;47,7;5,9;8,7;1,4;0,2;24;0,0;0,6;0,2;0,4;0,0;11,3;0,0;2,6;0,2;0,4;1,2;0,2;0,4;0;0,2;47;-0.83;27;0,0;0;1630
Niklas Kastenhofer;D (C);26;0 € - 95K €;Regional Div. Northeast;Germany;3,5;16,0;33%;0,1;0%;0;0,0;0,1;0,1;84%;3,9;0;1,1;2,7;0,7;0,4;0,2;0,1;0;45,2;2,2;3,2;0,1;0,0;6;0,0;0,4;0,4;0,9;0,0;10,2;0,0;7,5;0,0;0,1;5,4;0,1;0,1;0;1,3;72;-0.45;7;0,0;0;1482
Jan Löhmannsröben;D (C), DM, M (C);34;4,5K € - 14K €;Regional Div. Northeast;Germany;3,3;15,8;40%;0,1;20%;0;0,0;0,3;0,1;91%;2,6;0;1,4;2,5;0,7;0,4;0,1;0,1;0;41,3;2,1;3,3;0,3;0,0;7;0,0;0,3;0,5;0,8;0,1;9,5;0,1;6,6;0,1;0,1;5,3;0,2;0,1;0;0,8;81;0.09;13;0,1;0;1599
Lucas Zeller;D (RLC);25;12K € - 120K €;3. Liga;Germany;4,0;12,3;0%;0,0;0%;0;0,0;0,2;0,0;85%;8,0;0;1,3;3,0;0,8;0,5;0,0;0,0;0;51,8;3,0;5,4;0,2;0,0;7;0,1;0,1;0,6;0,8;0,0;10,4;0,0;7,1;0,0;0,2;4,9;0,0;0,2;50;0,9;69;-0.08;9;0,0;0;1158
Marcel Bergmann;GK;27;0 € - 50K €;Regional Div. Northeast;Germany;0,0;2,2;0%;0,0;0%;72;-0,1;0,0;0,0;70%;9,5;-1.16;4,9;0,0;0,0;0,0;0,0;0,0;88;26,4;0,0;0,0;0,0;0,0;1;0,0;0,0;0,0;0,0;0,0;4,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;2;0,0;29;1803
Miguel Fernandes;AM (LC), ST (C);28;24K € - 80K €;Regional Div. North;Germany;1,0;2,5;54%;0,0;22%;0;0,0;1,0;0,2;89%;16,0;0;0,2;0,8;0,4;0,1;0,7;1,2;0;25,2;0,8;4,2;2,1;0,8;2;0,1;2,2;0,0;0,1;0,5;10,1;0,3;9,4;0,2;0,2;1,9;0,0;6,8;16;0,1;20;3.12;2;0,3;0;1486
Sofiene Jannene;D (C);22;4,5K € - 45K €;Regional Div. Northeast;Germany;2,8;14,7;0%;0,3;0%;0;0,0;0,4;0,1;88%;3,2;0;1,5;2,3;1,2;0,4;0,1;0,0;0;50,9;2,3;3,1;0,4;0,1;6;0,0;0,4;0,8;0,7;0,0;9,5;0,0;7,5;0,0;0,0;5,5;0,0;0,0;0;0,6;73;-0.66;9;0,0;0;1277
Arlind Mimini;D (RC), DM;24;0 € - 85K €;Regional Div. West;Germany;3,9;14,4;30%;0,2;10%;0;0,0;0,3;0,0;90%;3,6;0;1,7;2,5;1,0;0,3;0,5;0,2;0;45,3;2,5;3,2;0,3;0,0;5;0,0;0,6;1,1;0,6;0,1;9,6;0,0;6,9;0,0;0,1;4,1;0,0;0,1;0;0,9;59;0.25;9;0,0;0;1555
Can Karataş;M (R), AM (RL), ST (C);25;14K € - 140K €;Regional Div. Northeast;Germany;1,1;4,6;46%;0,1;17%;0;0,0;2,3;0,3;89%;15,6;0;0,2;6,9;2,0;1,3;0,4;0,9;0;39,9;3,8;11,4;3,1;3,7;17;0,5;1,9;0,0;0,2;0,3;12,1;0,2;5,7;0,1;5,5;2,2;0,4;8,0;9;0,1;38;1.57;21;0,2;0;1155
Eric Weeger;D (RC);28;16K € - 170K €;Regional Div. Bavaria;Germany;3,5;18,1;6%;0,1;0%;0;0,0;0,4;0,2;87%;4,8;0;1,1;3,2;0,9;0,4;0,2;0,0;0;46,0;3,5;5,1;0,4;0,0;9;0,1;0,8;1,8;0,8;0,0;9,9;0,1;6,3;0,1;0,5;4,4;0,1;0,7;12;0,5;70;-1.93;14;0,1;0;1980
David Pfeil;D/WB (L);24;1,5K € - 16K €;Regional Div. Northeast;Germany;3,3;9,8;50%;0,0;0%;0;0,0;1,3;0,2;84%;20,6;0;0,9;7,9;2,0;1,9;0,1;0,1;0;49,7;4,9;17,6;1,3;1,8;34;1,3;0,1;0,6;0,7;0,0;12,2;0,0;4,0;0,1;8,6;2,0;0,1;8,6;15;0,4;49;-0.12;40;0,0;0;1615
Maximilian Sauer;D (RC), WB (R);31;10K € - 35K €;Regional Div. North;Germany;3,0;9,2;8%;0,0;0%;0;0,0;1,4;0,1;82%;14,1;0;1,0;6,4;1,2;0,8;0,4;0,1;0;51,8;6,0;14,6;1,4;0,8;13;0,4;0,7;0,4;0,5;0,0;11,4;0,1;4,1;0,1;2,6;2,5;0,2;2,6;13;0,2;61;-1.13;16;0,1;0;1514
Marshall Faleu;D (C);22;7K € - 75K €;Regional Div. North;Germany;2,8;10,8;17%;0,0;0%;0;0,0;0,1;0,1;88%;4,1;0;1,2;2,4;0,7;0,1;0,1;0,1;0;49,6;2,4;2,5;0,1;0,1;1;0,0;0,4;1,0;0,6;0,0;10,0;0,0;7,1;0,0;0,0;5,8;0,1;0,0;0;1,8;81;-0.77;5;0,0;0;1455
Felix Bachschmid;AM (LC), ST (C);29;4,5K € - 45K €;Regional Div. Bavaria;Germany;1,1;1,3;49%;0,0;7%;0;0,0;0,5;0,2;91%;21,6;0;0,3;1,0;0,5;0,1;1,3;1,7;0;23,7;0,4;5,3;0,5;0,8;1;0,1;3,4;0,0;0,2;0,2;9,0;0,4;10,4;0,0;0,2;3,8;0,0;1,9;8;0,0;36;-2.52;2;0,4;0;1199
Eric Verstappen;GK;31;0 € - 50K €;Regional Div. Bavaria;Germany;0,0;3,8;0%;0,0;0%;69;0,1;0,1;0,0;67%;6,1;1.26;5,1;0,0;0,0;0,0;0,0;0,0;88;26,3;0,1;0,0;0,1;0,0;0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;25;1980
Simon Brinkmann;ST (C);24;2K € - 22K €;Regional Div. North;Germany;1,0;1,5;38%;0,0;18%;0;0,0;0,7;0,2;90%;15,2;0;0,1;1,1;0,6;0,1;1,3;1,3;0;23,0;0,4;3,9;0,7;0,9;1;0,0;3,6;0,0;0,1;0,6;9,1;0,4;10,7;0,1;0,4;3,3;0,0;0,4;0;0,1;31;2.85;2;0,4;0;1135
Edwin Schwarz;D (C), DM;31;3,5K € - 35K €;Regional Div. Bavaria;Germany;2,8;17,5;36%;0,2;18%;0;0,0;0,3;0,0;91%;4,0;0;1,4;2,9;1,2;0,8;0,1;0,2;0;44,3;2,8;3,6;0,3;0,0;18;0,0;0,5;0,7;0,6;0,1;9,9;0,0;7,2;0,0;0,1;5,0;0,0;0,1;0;0,6;69;1.09;20;0,0;0;1928
Milian Habermehl;D (RC), DM;22;16K € - 160K €;Regional Div. Southwest;Germany;3,2;14,2;10%;0,2;0%;0;0,0;0,4;0,0;86%;3,9;0;1,2;2,7;1,0;0,5;0,2;0,1;0;47,6;2,6;3,7;0,4;0,1;9;0,0;0,5;0,8;0,9;0,0;9,1;0,0;7,0;0,1;0,2;4,7;0,2;0,2;0;1,2;67;-0.77;15;0,0;0;1657
Tim Hannemann;AM (C), ST (C);19;3K € - 30K €;Regional Div. Bavaria;Germany;0,3;2,1;54%;0,0;28%;0;0,0;1,1;0,0;91%;13,7;0;0,2;1,7;0,8;0,2;0,8;1,6;0;27,1;0,6;4,1;1,1;0,5;2;0,5;2,9;0,0;0,2;0,8;10,3;0,4;9,7;0,0;0,7;2,9;0,2;0,7;66;0,1;30;5.19;3;0,4;0;1193
Elario Ghassan;M/AM (R);24;2K € - 22K €;Regional Div. North;Germany;1,5;4,2;44%;0,0;8%;0;0,0;1,4;0,0;89%;22,1;0;0,7;8,4;2,2;1,2;0,3;0,5;0;40,4;2,4;14,0;1,5;3,7;25;0,9;1,2;0,0;0,2;0,1;11,9;0,1;4,2;0,0;5,5;1,9;0,0;5,5;15;0,0;44;0.27;29;0,1;0;1848
Matthias Schmitz;D (C);32;Not for Sale;Regional Div. Southwest;Germany;3,8;19,3;43%;0,2;7%;0;0,0;0,2;0,1;92%;3,2;0;1,0;2,4;0,8;0,4;0,2;0,3;0;45,3;1,6;2,7;1,3;0,0;8;0,0;0,7;1,6;0,6;0,1;9,7;0,1;6,6;0,1;0,0;4,6;0,1;0,0;0;1,5;70;-0.47;11;0,1;0;1784
Yannick Scholz;D (C);29;0 € - 2K €;Regional Div. Bavaria;Germany;3,1;10,6;14%;0,1;7%;0;0,0;0,3;0,0;84%;4,8;0;0,9;2,1;0,8;0,3;0,4;0,1;0;47,4;2,8;3,1;0,3;0,0;6;0,0;0,7;0,1;0,5;0,1;10,1;0,0;6,6;0,0;0,0;4,7;0,1;0,0;0;0,9;72;0.1;7;0,0;0;1736
Gerrit Wegkamp;ST (C);32;45K € - 150K €;Regional Div. West;Germany;0,9;2,6;37%;0,0;22%;0;0,0;0,8;0,2;88%;17,1;0;0,2;1,7;0,7;0,4;1,1;1,0;0;27,6;0,7;8,4;0,8;0,3;6;0,2;2,8;0,0;0,1;0,6;9,9;0,3;10,3;0,1;0,4;4,9;0,0;0,4;50;0,2;47;5.09;7;0,3;0;1483
Andi Xhixha;GK;34;0 € - 14K €;Regional Div. Southwest;Germany;0,0;3,8;0%;0,0;0%;67;-0,1;0,1;0,0;63%;7,1;-0.82;5,4;0,0;0,0;0,0;0,0;0,0;90;25,5;0,0;0,0;0,1;0,0;0;0,0;0,0;0,0;0,0;0,0;5,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0,0;0;0;1;0,0;17;1177
Kasra Ghawilu;M (L), AM (RL), ST (C);26;0 € - 70K €;Regional Div. North;Germany;2,1;4,7;37%;0,1;7%;0;0,0;1,4;0,3;85%;15,4;0;0,6;7,7;1,7;1,0;0,5;0,7;0;41,7;2,8;9,6;1,4;3,7;14;1,2;2,0;0,0;0,3;0,1;11,5;0,2;5,7;0,1;5,1;1,7;0,1;5,1;22;0,1;29;-1.34;15;0,2;0;1242
Adrian Stanilewicz;D (L), DM, M (C);25;110K € - 375K €;Regional Div. West;Germany;2,7;14,3;27%;0,1;27%;0;0,0;0,6;0,1;87%;5,4;0;1,1;6,2;1,3;0,8;0,2;0,2;0;52,2;3,3;8,1;0,6;0,2;15;0,0;0,6;0,3;0,4;0,2;11,0;0,0;2,7;0,1;0,1;1,6;0,2;0,1;0;0,1;60;2.41;19;0,0;0;1591
Konrad Riehle;AM (LC), ST (C);23;22K € - 75K €;Regional Div. Southwest;Germany;1,0;2,9;48%;0,0;21%;0;0,0;1,4;0,1;89%;18,5;0;0,1;3,4;1,2;0,4;0,6;1,0;0;29,3;1,6;5,2;1,4;1,1;6;0,2;2,1;0,0;0,1;0,4;9,5;0,2;8,4;0,1;1,6;2,9;0,1;1,6;13;0,2;34;2.97;7;0,2;0;1257
Thorsten Tönnies;D/WB/M (L), AM (RL);34;0 €;Regional Div. North;Germany;2,6;7,8;30%;0,1;10%;0;0,0;1,3;0,3;89%;16,8;0;0,5;7,6;2,2;1,4;0,4;0,2;0;49,0;4,6;14,1;1,3;2,1;20;1,1;0,7;0,3;0,5;0,1;11,9;0,0;6,0;0,1;5,1;3,0;0,0;5,1;20;0,4;50;0.32;26;0,0;0;1261
Ernes Smailović;D (RC), DM;23;0 € - 28K €;Regional Div. Northeast;Germany;2,8;13,5;0%;0,1;0%;0;0,0;0,1;0,0;81%;4,4;0;0,9;3,2;1,0;0,4;0,0;0,0;0;48,3;2,3;2,8;0,1;0,1;6;0,0;0,4;1,3;0,6;0,0;9,6;0,0;6,8;0,0;0,0;4,2;0,0;0,0;0;1,5;61;-0.46;9;0,0;0;1359
Leon Demaj;AM (RC), ST (C);28;14K € - 140K €;Regional Div. West;Germany;0,5;2,8;53%;0,0;20%;0;0,0;1,4;0,1;92%;16,5;0;0,2;2,0;0,9;0,2;0,7;1,0;0;26,5;0,7;3,4;1,4;0,5;3;0,1;1,8;0,0;0,1;0,4;9,5;0,3;10,6;0,1;0,5;3,4;0,1;0,5;12;0,1;32;1.56;3;0,3;0;1462
Bastian Strietzel;D (LC);27;12K € - 130K €;Regional Div. Northeast;Germany;3,4;15,1;0%;0,1;0%;0;0,0;0,2;0,1;88%;2,6;0;1,1;3,1;1,1;0,8;0,1;0,0;0;43,4;2,2;2,9;0,2;0,0;17;0,0;0,4;0,7;0,4;0,0;9,9;0,1;7,1;0,0;0,0;4,5;0,0;0,0;0;1,3;63;-1.29;19;0,1;0;1815
Ben Müller;D (C), DM, M (C);27;2K € - 20K €;Regional Div. Bavaria;Germany;2,6;12,6;22%;0,0;11%;0;0,0;0,8;0,1;91%;5,1;0;1,2;5,3;1,4;0,7;0,2;0,1;0;45,5;3,7;8,9;1,0;0,1;10;0,1;0,6;0,1;0,3;0,1;11,1;0,1;2,7;0,1;0,3;1,3;0,1;0,3;50;0,3;48;0;16;0,1;0;1326
Rilind Neziri;DM, M (C);30;0 € - 50K €;Regional Div. North;Germany;2,5;13,0;18%;0,0;9%;0;0,0;0,3;0,2;89%;7,6;0;1,0;5,8;1,3;0,8;0,2;0,1;0;47,7;2,2;9,0;0,3;0,1;17;0,0;0,5;0,0;0,6;0,0;11,6;0,0;3,2;0,1;0,0;2,1;0,0;0,0;0;0,2;64;0.09;23;0,0;0;1859
Nicolas Hebisch;AM (R), ST (C);35;0 € - 7K €;Regional Div. Northeast;Germany;0,5;2,8;38%;0,0;16%;0;0,0;1,2;0,2;88%;18,6;0;0,3;1,9;0,8;0,2;0,6;0,9;0;26,6;0,6;7,9;1,2;0,2;5;0,1;2,3;0,0;0,1;0,4;9,9;0,3;10,5;0,2;0,4;4,8;0,3;2,8;11;0,0;46;2.07;6;0,3;0;1993
Max Zeller;D (RL);26;16K € - 55K €;Regional Div. Bavaria;Germany;3,4;12,0;0%;0,1;0%;0;0,0;1,1;0,2;87%;17,0;0;1,2;4,4;1,1;1,0;0,0;0,0;0;53,9;6,0;13,5;1,1;0,8;25;0,2;0,1;0,2;0,7;0,0;12,3;0,0;4,2;0,1;2,0;2,2;0,0;2,0;12;0,4;51;-0.36;29;0,0;0;2254
